COD_COLEGIO,COLEGIO,TIPO_COLEGIO,MODACADEMICA
096602,COLEGIO FOYER DE CHARITE,PRV,No oficial
096610,COLEGIO TECNICO TOMAS VASQUEZ RODRIGUEZ PROGRAMA CEDEBOY,NOC,No oficial
096628,COLEGIO SUSANA GUILLERMIN PROGRAMA CEDEBOY,OFI,Oficial
096636,COLEGIO COLOMBO BRITANICO,PRV,No oficial
096644,COLEGIO LA PRESENTACION,PRV,No oficial
096651,COLEGIO DE SALAMANCA,OFI,Oficial
096669,COLEGIO DEPARTAMENTAL HECTOR JULIO GOMEZ - PROGRAMA CEDEBOY,NOC,No oficial
096677,INSTITUTO JOSE CAYETANO VASQUEZ,NOC,No oficial
096685,COLEGIO CORONEL FRAY JOSE IGNACIO MARIÑO,PRV,No oficial
096693,COLEGIO FRANCISCO JOSE DE CALDAS - PROGRAMA CEDEBOY,NOC,No oficial
096701,COLEGIO JUAN BAUTISTA MARIA VIANNEY,PRV,No oficial
096719,INSTITUTO DE PROMOCION SOCIAL DEL MUNICIPIO DE ZETAQUIRA - CEDEBOY,NOC,No oficial
096727,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,NOC,No oficial
096735,COLEGIO LA ASUNCION,OFI,Oficial
096743,COLEGIO JOSE MARIA CAMPOAMOR,OFI,Oficial
096750,COLEGIO ANGLOHISPANO,PRV,No oficial
096768,COLEGIO SAN VICTOR,OFI,Oficial
096776,LICEO MIXTO SINAI,OFI,Oficial
096784,COLEGIO EL LLANO,OFI,Oficial
096792,CENTRO DE EDUCACION CONTINUADA DE ADULTOS,NOC,No oficial
096800,BACHILLERATO NOCTURNO PARA ADULTOS LA PALMA,NOC,No oficial
096818,COLEGIO TECNICO SANTA TERESITA,OFI,Oficial
096826,INSTITUTO MAGOLA HERNANDEZ PARDO,OFI,Oficial
096834,COLEGIO CARLOS RESTREPO ARAUJO,OFI,Oficial
096842,COLEGIO DOMINGO SAVIO,PRV,No oficial
096859,ASOCIACION EDUCATIVA DEL CESAR ASEDEC,PRV,No oficial
096867,INSTITUTO TECNICO EDUARDO SUAREZ ORCASITA,OFI,Oficial
096875,INSTITUTO TECNICO LA ESPERANZA,OFI,Oficial
096883,COLEGIO MI SEGUNDO HOGAR,PRV,No oficial
096891,CENTRO DE EDUCACION FORMAL PARA JOVENES Y ADULTOS COMFACA,NOC,No oficial
096909,INSTITUCION EDUCATIVA ANTONIO RICAURTE,OFI,Oficial
096917,INSTITUCION EDUCATIVA  CAMILO TORRES,OFI,Oficial
096925,COLEGIO MERCEDES ABREGO,OFI,Oficial
096933,COLEGIO MUNICIPAL DE BACHILLERATO LOS GARZONES,OFI,Oficial
096941,COLEGIO DE BACHILLERATO SEMIPRESENCIAL CANTA CLARO,NOC,No oficial
096958,COLEGIO DEPARTAMENTAL DE BACHILLERATO MIXTO RAFAEL NUÑEZ,OFI,Oficial
096966,LICEO LA PRADERA,OFI,Oficial
096974,COLEGIO SANTA MARIA GORETTI,OFI,Oficial
096982,COLEGIO POLICARPA SALAVARRIETA,NOC,No oficial
096990,COLEGIO DE BACHILLERATO CON PROMOCION FLEXIBLE PARA ADULTOS RAFAEL CALLE CA,OFI,Oficial
097006,COLEGIO MILITAR ALMIRANTE COLON,PRV,No oficial
097014,COLEGIO DEPARTAMENTAL LA ESPERANZA,OFI,Oficial
097022,CENTRO DE ESTUDIOS HUITAKA,PRV,No oficial
097030,INSTITUCION EDUCATIVA DEPARTAMENTAL CARLOS GIRALDO,NOC,No oficial
097048,CENTRO EDUCATIVO DIOS ES AMOR,PRV,No oficial
097055,COLEGIO LA INMACULADA,PRV,No oficial
097063,GIMNASIO MODERNO ROBINSON CRUSOE,PRV,No oficial
097071,CORPORACION EDUCATIVA ARKOS U,PRV,No oficial
097089,COLEGIO MAYOR DE OCCIDENTE,PRV,No oficial
097097,COLEGIO JOHN F. KENNEDY,OFI,Oficial
097105,CENTRO DE EDUCACION PROACTIVA CEP,PRV,No oficial
097113,COLEGIO CARTAGENITA,PRV,No oficial
097121,GIMNASIO ANGLO COLOMBIANO,PRV,No oficial
097139,COLEGIO INTEGRADO RIONEGRO SUR,OFI,Oficial
097147,COLEGIO RURAL INTEGRADO MERCADILLO PRIMERO,OFI,Oficial
097154,COLEGIO DEPARTAMENTAL INTEGRADO RINCON GRANDE,OFI,Oficial
097162,COLEGIO JUAN XXIII,OFI,Oficial
097170,COLEGIO MIXTO AGROPECUARIO RAMON LOZANO GARCES,OFI,Oficial
097188,COLEGIO MIXTO AGROPECUARIO RAMON LOZANO GARCES,NOC,No oficial
097196,COLEGIO DEPARTAMENTAL CESAR CONTO DE BELLAVISTA,OFI,Oficial
097204,ATENEO AUTONOMO DE COLOMBIA,PRV,No oficial
097212,PONTIFICIO COLEGIO AUTONOMO CRISTO REY,PRV,No oficial
097220,COLEGIO ADVENTISTA BALUARTE INTERAMERICANO CABI,PRV,No oficial
097238,INSTITUCION EDUCATIVA JOSE HILARIO LOPEZ,OFI,Oficial
097246,INSTITUCION EDUCATIVA INTERNADO INDIGENA SAN JOSE,OFI,Oficial
097253,COLEGIO RODOLFO MORALES,OFI,Oficial
097261,LICEO COMERCIAL DEL CARIBE,PRV,No oficial
097279,LICEO VERSALLES,PRV,No oficial
097287,CONCENTRACION ESCOLAR SAN JUAN BAUTISTA EL RETEN,OFI,Oficial
097295,INSTITUTO FOCION CORMANE SANTODOMINGO,PRV,No oficial
097303,ESCUELA RURAL MIXTA DE BUENOS AIRES,OFI,Oficial
097311,COLEGIO CRISTIANO LA ESPERANZA,PRV,No oficial
097329,CENTRO EDUCATIVO JUANA ARIAS DE BENAVIDES,OFI,Oficial
097337,INSTITUTO NUEVA ENSEÑANZA,PRV,No oficial
097345,INSTITUTO DE CAPACITACION PARA JOVENES Y ADULTOS INCA,PRV,No oficial
097352,CENTRO EDUCATIVO DISTRITAL JULIO JOSE CEBALLOS OSPINO,OFI,Oficial
097360,LICEO MODERNO DEL SUR,OFI,Oficial
097378,INSTITUTO EDUCATIVO DEPARTAMENTAL TECNICO AGROPECUARIO CARMEN DE ARIGUANI,NOC,No oficial
097386,CENTRO EDUCATIVO DE BASICA AMPLIADA DE BAHIA HONDA,OFI,Oficial
097394,INSTITUCION EDUCATIVA DISTRITAL JACKELINE KENNEDY,OFI,Oficial
097402,CENTRO SISTEMATIZADO ANDRES BELLO,NOC,No oficial
097410,COLEGIO NACIONALIZADO DE BACHILLERATO EXTERNADO MIXTO,NOC,No oficial
097428,INSTITUCION EDUCATIVA DISTRITAL EL PANDO,OFI,Oficial
097436,INSTITUTO DE CAPACITACION TECNICA DEL CARIBE INCAT,NOC,No oficial
097444,COLEGIO DEPARTAMENTAL DE BACHILLERATO DE RICAURTE,OFI,Oficial
097451,INSTITUCION EDUCATIVA DEPARTAMENTAL ARCESIO CALIZ AMADOR,OFI,Oficial
097469,POLITECNICO DEL MAGDALENA,PRV,No oficial
097477,GIMNASIO DE LOS LLANOS,PRV,No oficial
097485,COLEGIO DE EDUCACION FORMAL DE ADULTOS ACADEMICO CERVANTES,NOC,No oficial
097493,COLEGIO SANTA TERESITA,PRV,No oficial
097501,COLEGIO AMERICANO,NOC,No oficial
097519,INSTITUTO TECNICO MUNICIPAL LOS PATIOS,OFI,Oficial
097527,CENTRO NOCTURNO DE EDUCACION DE ADULTOS URBANO SAN CAYETANO,NOC,No oficial
097535,CENTRO DE EDUCACION PARA JOVENES Y ADULTOS PADRE LUIS DE RIZ,PRV,No oficial
097543,COLEGIO MANUEL FERNANDEZ DE NOVOA,OFI,Oficial
097550,COLEGIO COLOMBO BRITANICO,NOC,No oficial
097568,INSTITUTO PEDAGOGICO SANTANDER,PRV,No oficial
097576,INSTITUCION EDUCATIVA COMERCIAL SAN AGUSTIN,OFI,Oficial
097584,COLEGIO TECNICO LUIS CARLOS GALAN,OFI,Oficial
097592,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,OFI,Oficial
097600,FUNDACION EDUCATIVA AMOR,PRV,No oficial
097618,LICEO JUAN PABLO II,PRV,No oficial
097626,INSTITUCION EDUCATIVA LUIS EDUARDO CALVO CANO,OFI,Oficial
097634,COLEGIO PATIO BONITO,OFI,Oficial
097642,COLEGIO MANUEL ELKIN PATARROYO,OFI,Oficial
097659,INSTITUTO DOCENTE SAN LUIS GONZAGA,NOC,No oficial
097667,COLEGIO SANTA SOFIA,OFI,Oficial
097675,CORPORACION DE SANTANDER CORSAN,PRV,No oficial
097683,INSTITUTO INTEGRADO DE COMERCIO EL HATILLO,OFI,Oficial
097691,INSTITUTO COMERCIAL BOLIVARIANO,PRV,No oficial
097709,INSTITUTO COMERCIAL BOLIVARIANO,PRV,No oficial
097717,COLEGIO INTEGRADO MESA DE JERIDAS,OFI,Oficial
097725,COLEGIO SAN VICTORINO,PRV,No oficial
097733,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,NOC,No oficial
097741,INSTITUCION EDUCATIVA PILOTO SIMON BOLIVAR,OFI,Oficial
097758,COLEGIO DEPARTAMENTAL LAS MONTOYAS,OFI,Oficial
097766,COLEGIO RURAL VIJAGUAL,OFI,Oficial
097774,INSTITUTO TECNICO MUNICIPAL DEL NORTE RAFAEL GARCIA HERREROS,OFI,Oficial
097782,COLEGIO LUIS CARLOS GALAN SARMIENTO,OFI,Oficial
097790,INSTITUTO EMPRESARIAL GABRIELA MISTRAL,OFI,Oficial
097808,COLEGIO IBEROAMERICANO,PRV,No oficial
097816,COLEGIO IBEROAMERICANO,NOC,No oficial
097824,INSTITUTO RAFAEL POMBO,OFI,Oficial
097832,INSTITUTO CLUB UNION,OFI,Oficial
097840,COLEGIO INTEGRADO JORGE ISAAC,PRV,No oficial
097857,COLEGIO INTECOL INSTITUTO TECNICO COLOMBIANO,PRV,No oficial
097865,COLEGIO AGROPECUARIO PUENTE  DE SOGAMOSO,OFI,Oficial
097873,COLEGIO ACOANDES,NOC,No oficial
097881,INSTITUTO MIXTO DE FORMACION PARA JOVENES Y ADULTOS IMFA,NOC,No oficial
097899,COLEGIO TECNICO AURELIO MARTINEZ MUTIS,OFI,Oficial
097907,GIMNASIO CAMPESTRE MEHR LICHT LTDA,PRV,No oficial
097915,COLEGIO DOMINGO SAVIO,PRV,No oficial
097923,INSTITUCION EDUCATIVA SAN VICENTE DE PAUL,OFI,Oficial
097931,INSTITUCION EDUCATIVA DULCE NOMBRE DE JESUS,OFI,Oficial
097949,INSTITUCION EDUCATIVA PALMAS DE VINO,OFI,Oficial
097956,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,OFI,Oficial
097964,LICEO SAN LUIS BELTRAN,OFI,Oficial
097972,INSTITUCION EDUCATIVA MIGUEL DE CERVANTES SAAVEDRA,NOC,No oficial
097980,INSTITUTO METROPOLITANO,PRV,No oficial
097998,INSTITUCION EDUCATIVA TECNICO AGROPECUARIO DE HATO NUEVO,OFI,Oficial
098004,COLEGIO TECNICO AGROPECUARIO EL PIÑAL,OFI,Oficial
098012,INSTITUCION EDUCATIVA SAN JOSE DE RIVERA,OFI,Oficial
098020,INSTITUCION EDUCATIVA TECNICA COMERCIAL SAN JUAN BOSCO,OFI,Oficial
098038,INSTITUTO TECNICO AGROPECUARIO OSPINA PEREZ,OFI,Oficial
098046,INSTITUTO TECNICO AGROPECUARIO ALVARO MOLINA,OFI,Oficial
098053,INSTITUTO TECNICO COMERCIAL EL LIMONAR,OFI,Oficial
098061,COLEGIO MARIANO SANCHEZ ANDRADE,OFI,Oficial
098079,COLEGIO HERMANN GMEINER SOS,PRV,No oficial
098087,COLEGIO DEPARTAMENTAL PEDRO PABON PARGA,OFI,Oficial
098095,INSTITUTO OFICIAL EL BOSQUE,OFI,Oficial
098103,INSTITUTO EDUCATIVO OTONIEL GUZMAN,OFI,Oficial
098111,COLEGIO DIEGO FALLON,OFI,Oficial
098129,INSTITUTO TECNICO SAN RAFAEL,OFI,Oficial
098137,INSTITUTO TECNICO JUAN MANUEL RUDAS,OFI,Oficial
098145,INSTITUTO DE FORMACION TECNICA ALFONSO PALACIOS RUDAS,OFI,Oficial
098152,COLEGIO LATINO,PRV,No oficial
098160,INSTITUCION EDUCATIVA BOYACA,OFI,Oficial
098178,INSTITUTO TECNICO COMERCIAL CELMIRA HUERTAS,OFI,Oficial
098186,INSTITUCION EDUCATIVA GENERAL SANTANDER,OFI,Oficial
098194,INSTITUTO TECNICO INDUSTRIAL ANTONIO HERRAN ZALDUA,OFI,Oficial
098202,COLEGIO GIMNASIO CAMPESTRE,PRV,No oficial
098210,CENTRO EDUCATIVO DISTRITAL DON BOSCO IV,OFI,Oficial
098228,COLEGIO SANTA TERESITA,PRV,No oficial
098236,INSTITUCION EDUCATIVA  DISTRITAL ISLA DEL SOL,OFI,Oficial
098244,INSTITUCION EDUCATIVA  DISTRITAL ISLA DEL SOL,OFI,Oficial
098251,CENTRO EDUCATIVO DISTRITAL DON BOSCO I,OFI,Oficial
098269,CENTRO EDUCATIVO DISTRITAL DON BOSCO V,OFI,Oficial
098277,CENTRO EDUCATIVO DISTRITAL DON BOSCO II,OFI,Oficial
098285,CENTRO EDUCATIVO DISTRITAL JULIO FLOREZ,OFI,Oficial
098293,CENTRO EDUCATIVO DISTRITAL JULIO FLOREZ,OFI,Oficial
098301,INSTITUCION EDUCATIVA DISTRITAL CARLOS ARTURO TORRES,OFI,Oficial
098319,CENTRO EDUCATIVO BOLIVARIANO,NOC,No oficial
098327,CENTRO EDUCATIVO DISTRITAL SIERRA MORENA,OFI,Oficial
098335,COLEGIO CANADA INSTITUCION EDUCATIVA DISTRITAL,OFI,Oficial
098343,INSTITUCION EDUCATIVA DISTRITAL REPUBLICA DE COLOMBIA,OFI,Oficial
098350,INSTITUTO PSICOPEDAGOGICO JUAN PABLO II,PRV,No oficial
098368,COLEGIO EL DUQUE DE RIVAS,PRV,No oficial
098376,COLEGIO DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,PRV,No oficial
098384,INSTITUCION EDUCATIVA SAN CRISTOBAL SUR,OFI,Oficial
098392,COLEGIO MIGUEL ANGEL ASTURIAS,PRV,No oficial
098400,COLEGIO REMBRANDT,PRV,No oficial
098418,CENTRO EDUCATIVO DISTRITAL COLSUBSIDIO LAS MERCEDES,OFI,Oficial
098426,CENTRO EDUCATIVO DISTRITAL COMFENALCO NUEVA ROMA,OFI,Oficial
098434,INSTITUCION EDUCATIVA VERDE AMAZONICO,OFI,Oficial
098442,COLEGIO COLSUBSIDIO SAN VICENTE INSTITUCION EDUCATIVA DISTRITAL,OFI,Oficial
098459,LICEO EL ENCUENTRO,PRV,No oficial
098467,INSTITUCION EDUCATIVA DISTRITAL GUILLERMO LEON VALENCIA,OFI,Oficial
098475,CONSEJERIA INTEGRAL PARA LA EDUCACION,PRV,No oficial
098483,COLEGIO FE Y ALEGRIA  VITELMA,OFI,Oficial
098491,ESCUELA NACIONAL DE APRENDIZAJE ESNA,PRV,No oficial
098509,LICEO CULTURAL MOSQUERA,PRV,No oficial
098517,INSTITUCION EDUCATIVA DISTRITAL LA ESTANCIA SAN ISIDRO LABRADOR,OFI,Oficial
098525,INSTITUCION EDUCATIVA DISTRITAL LA ESTANCIA - SAN ISIDRO LABRADOR,OFI,Oficial
098533,INSTITUCION EDUCATIVA DISTRITAL LA ESTANCIA - SAN ISIDRO LABRADOR,NOC,No oficial
098541,INSTITUCION EDUCATIVA DISTRITAL UNION EUROPEA,OFI,Oficial
098558,INSTITUCION EDUCATIVA DISTRITAL UNION EUROPEA,OFI,Oficial
098566,INSTITUCION EDUCATIVA DISTRITAL NUEVO MONTEBLANCO,OFI,Oficial
098574,COLEGIO CATOLICO DE LA SABANA,PRV,No oficial
098582,COLEGIO DEL SANTISIMO SACRAMENTO,PRV,No oficial
098590,INSTITUCION EDUCATIVA DISTRITAL LA BELLEZA LOS LIBERTADORES,OFI,Oficial
098608,COLEGIO DISTRITAL NUEVA DELHI,OFI,Oficial
098616,LICEO Y PREESCOLAR TOMMYS,PRV,No oficial
098616  ,LICEO Y PREESCOLAR TOMMY' S,PRV,No oficial
098624,INSTITUCION EDUCATIVA DISTRITAL LA GAITANA,OFI,Oficial
098632,CENTRO EDUCATIVO DISTRITAL HERNANDO DURAN DUSSAN,OFI,Oficial
098640,GIMNASIO COLOMBO BRITANICO,PRV,No oficial
098657,COLEGIO FERVAN,PRV,No oficial
098665,LICEO DIONNISIO II,PRV,No oficial
098673,LICEO PEDAGOGICO ALEGRIA,NOC,No oficial
098681,LICEO NUESTRA SEÑORA DE TORCOROMA,PRV,No oficial
098699,COLEGIO PEDRO DE HEREDIA,PRV,No oficial
098707,COLEGIO REAL ESCANDINAVO,PRV,No oficial
098715,INSTITUCION EDUCATIVA DISTRITAL LOS COMUNEROS,OFI,Oficial
098723,CENTRO EDUCATIVO DISTRITAL SIERRA MORENA,OFI,Oficial
098731,INSTITUTO LA ANUNCIACION,PRV,No oficial
098749,GIMNASIO SANTA MARIA DEL ALCAZAR,PRV,No oficial
098756,COLEGIO ATABANZHA INSTITUCION EDUCATIVA DISTRITAL,OFI,Oficial
098764,CENTRO EDUCATIVO DISTRITAL MARRUECOS Y MOLINOS,OFI,Oficial
098772,CENTRO EDUCATIVO DISTRITAL MARRUECOS Y MOLINOS,OFI,Oficial
098780,NUEVO LICEO GRANADINO,OFI,Oficial
098798,COLEGIO PARROQUIAL SAN JOSE DE FONTIBON,PRV,No oficial
098806,INSTITUCION EDUCATIVA DISTRITAL QUIROGA ALIANZA,OFI,Oficial
098814,CENTRO EDUCATIVO DISTRITAL COLSUBSIDIO TORQUIGUA,OFI,Oficial
098822,COLEGIO NUESTRA SEÑORA DE LAS MISERICORDIAS,PRV,No oficial
098830,CENTRO EDUCATIVO DISTRITAL GUACAMAYAS,OFI,Oficial
098848,CENTRO ACADEMICO DE EDUCACION PARA ADULTOS,PRV,No oficial
098855,INSTITUCION EDUCATIVA DISTRITAL ALEXANDER FLEMING,OFI,Oficial
098863,LICEO EUCARISTICO MIXTO,PRV,No oficial
098871,COLEGIO NUESTRA SEÑORA DE LA SALETTE,PRV,No oficial
098889,INSTITUTO COMERCIAL ANDRES ESCOBAR,PRV,No oficial
098897,INSTITUCION EDUCATIVA DISTRITAL CAMPESTRE JAIME GARZON,OFI,Oficial
098905,COLEGIO ANTONIA SANTOS,PRV,No oficial
098913,COLEGIO SANTA MARIA DE LA PAZ,PRV,No oficial
098921,INSTITUTO SIERVAS DE LA MADRE DE DIOS,PRV,No oficial
098939,INSTITUCION EDUCATIVA DISTRITAL INSTITUTO TORCA,OFI,Oficial
098947,COLEGIO ANDRES ROSILLO,PRV,No oficial
098954,GIMNASIO REAL DE COLOMBIA,PRV,No oficial
098962,GIMNASIO CRISTIANO SHEKINAH,PRV,No oficial
098970,GIMNASIO MARROQUIN CAMPESTRE,PRV,No oficial
098988,INSTITUCION EDUCATIVA GENERAL SANTANDER,OFI,Oficial
098996,GIMNASIO CRISTIANO DEL NORTE,PRV,No oficial
099002,LICEO CAMPO DAVID,PRV,No oficial
099010,CENTRO EDUCATIVO DISTRITAL USAQUEN,OFI,Oficial
099028,INSTITUTO SAN MATEO,PRV,No oficial
099036,INSTITUCION EDUCATIVA DISTRITAL FRANCISCO JAVIER MATIZ,OFI,Oficial
099044,CENTRO EDUCATIVO DISTRITAL CARLOS ALBAN HOLGUIN,OFI,Oficial
099051,INSTITUCION EDUCATIVA DISTRITAL CARLOS ALBAN HOLGUIN,OFI,Oficial
099069,INSTITUCION EDUCATIVA DISTRITAL GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA,OFI,Oficial
099077,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO INDUSTRIAL,OFI,Oficial
099085,COLEGIO DE BACHILLERATO MIXTO JOSE MARIA CORDOBA,PRV,No oficial
099093,COLEGIO DEPARTAMENTAL DE BACHILLERATO AMAURY GARCIA BURGOS,OFI,Oficial
099101,INSTITUCION EDUCATIVA SANTA ISABEL,OFI,Oficial
099119,INSTITUCION EDUCATIVA SERGIO MARTINEZ,OFI,Oficial
099127,COLEGIO SAN JOSE,OFI,Oficial
099135,INSTITUCION EDUCATIVA CAMPO VALDES,OFI,Oficial
099143,COLEGIO MONSEÑOR VICTOR WIEDEMANN,OFI,Oficial
099150,LICEO CAMPESTRE,PRV,No oficial
099168,INSTITUCION EDUCATIVA TECNICA AGROACUICOLA DE ROTINET,OFI,Oficial
099176,COLEGIO GABRIEL GARCIA MARQUEZ,PRV,No oficial
099184,INSTITUCION EDUCATIVA LICEO DE BOLIVAR,NOC,No oficial
099192,CONCENTRACION EDUCATIVA NUESTRA SEÑORA DE FATIMA,OFI,Oficial
099200,CENTRO EDUCATIVO VIDA CEVIDA,NOC,No oficial
099218,LICEO DEL PERPETUO SOCORRO,PRV,No oficial
099226,COLEGIO DISTRITAL JOSE JOAQUIN CASTRO MARTINEZ,OFI,Oficial
099234,COLEGIO DISTRITAL JOSE JOAQUIN CASTRO MARTINEZ,OFI,Oficial
099242,COLEGIO INTEGRADO JESUS ANTONIO RAMIREZ,NOC,No oficial
099259,COLEGIO LOS ANDES,PRV,No oficial
099267,INSTITUCION EDUCATIVA JENARO DIAZ JORDAN,OFI,Oficial
099275,LICEO ADVENTISTA  LIBERTAD,PRV,No oficial
099283,COLEGIO LA SABIDURIA,NOC,No oficial
099291,COLEGIO SAN JOSE,OFI,Oficial
099309,COLEGIO MUNICIPAL LUIS CARLOS GALAN SARMIENTO,OFI,Oficial
099317,COLEGIO NUESTRA SEÑORA DE LOS DOLORES DE MANARE,OFI,Oficial
099325,COLEGIO DE LA CAMPIÑA,NOC,No oficial
099333,COLEGIO LUIS CARLOS GALAN SARMIENTO,OFI,Oficial
099341,COLEGIO DEPARTAMENTAL MANUELA BELTRAN,OFI,Oficial
099358,COLEGIO PLURI-ETNICO DE CARURU,OFI,Oficial
099366,COLEGIO ANTONIA SANTOS DE CAZUARITO,OFI,Oficial
099374,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ,OFI,Oficial
099382,COLEGIO MAYOR DE TELECOMUNICACIONES E INFORMATICA,NOC,No oficial
099390,COLEGIO AGROPECUARIO BERNARDINO BECERRA RODRIGUEZ,OFI,Oficial
099408,COLEGIO DISTRITAL SARID ARTETA DE VASQUEZ,OFI,Oficial
099416,COLEGIO MUNICIPAL JOSE DE LOS SANTOS ZUÑIGA,NOC,No oficial
099424,INSTITUCION EDUCATIVA TECNICA SUMAPAZ,NOC,No oficial
099432,COLEGIO MIGUEL ANGEL MENA,NOC,No oficial
099440,COLEGIO FUNDACION SAN MARTIN,PRV,No oficial
099457,COLEGIO DOMINGO BENKOS BIOHO,OFI,Oficial
099465,INSTITUCION EDUCATIVA CALIXTO DIAZ PALENCIA,OFI,Oficial
099473,INSTITUCION EDUCATIVA FUNDADORES RAMON BUENO Y JOSE TRIANA,OFI,Oficial
099481,COLEGIO CARACAS,NOC,No oficial
099499,COLEGIO DEPARTAMENTAL NACIONALIZADO ALONSO DE OLALLA,NOC,No oficial
099507,UNIDAD EDUCATIVA BRISAS DE IRIQUE,OFI,Oficial
099515,COLEGIO NACIONALIZADO DE BACHILLERATO DE SAN JUAN DE ARAMA,OFI,Oficial
099523,COLEGIO DEPARTAMENTAL GILBERTO ALZATE AVENDAÑO,OFI,Oficial
099531,LICEO SAN ANDRES,PRV,No oficial
099549,COLEGIO SAN ANTONIO,OFI,Oficial
099556,INSTITUTO DE EDUCACION RODRIGO ARENAS BETANCURT,NOC,No oficial
099564,INSTITUTO TECNICO JOSE RUEDA,OFI,Oficial
099572,INSTITUTO DEL CENTRO CULTURAL,PRV,No oficial
099580,INSTITUCION EDUCATIVA ADVENTISTA DE QUIBDO BOLIVAR ESCANDON,PRV,No oficial
099598,COLEGIO RAMON LOZANO GARCES,NOC,No oficial
099606,COLEGIO ADVENTISTA DE APARTADO,PRV,No oficial
099614,LICEO SAN LUIS,NOC,No oficial
099622,COLEGIO HERACLIO MENA PADILLA,NOC,No oficial
099630,LICEO DEPARTAMENTAL MANUEL JOSE SIERRA,OFI,Oficial
099648,COLEGIO PABLO VI,PRV,No oficial
099655,CENTRO DE EDUCACION PARA ADULTOS GIMNASIO DEL CARIBE,NOC,No oficial
099663,INSTITUTO MIXTO LAS MORAS,PRV,No oficial
099671,CENTRO PEDAGOGICO INTEGRAL NO. 37 VILLA SAN PEDRO III ETAPA,NOC,No oficial
099689,COLEGIO PAULO FREIRE,PRV,No oficial
099697,COLEGIO DEPARTAMENTAL DE BACHILLERATO SAN JOSE DE CLEMENCIA,NOC,No oficial
099705,CONCENTRACION EDUCATIVA RURAL MIXTA DE SAN JOSE DE PLAYON,OFI,Oficial
099713,CEPAC ANEXO A LA CONCENTRACION EDUCATIVA SANTA BARBARA,NOC,No oficial
099721,COLEGIO DE EDUCACION BASICA EL PRADO,OFI,Oficial
099739,COLEGIO TALLER PSICOPEDAGOGICO DE LOS ANDES,PRV,No oficial
099747,CENTRO ACADEMICO DE EDUCACION PARA ADULTOS,NOC,No oficial
099754,COLEGIO DE BACHILLERATO PARA JOVENES Y ADULTOS CAMILO TORRES,NOC,No oficial
099762,EXTERNADO DEL SUR PSICOPEDAGOGICO,PRV,No oficial
099770,CENTRO PANAMERICANO DE CAPACITACION,NOC,No oficial
099788,CENTRO EDUCATIVO SEMIPRESENCIAL SIBERIA CESSI,PRV,No oficial
099796,INSTITUTO COMERCIAL SISTEMATIZADO INCOS,PRV,No oficial
099804,INSTITUTO CRISTIANO PENTECOSTAL,PRV,No oficial
099812,CENTRO ACADEMICO DE EDUCACION PARA ADULTOS,PRV,No oficial
099820,COLEGIO TECNICO INDUSTRIAL JOSE GUILLERMO CASTRO,OFI,Oficial
099838,COLEGIO TECNICO INDUSTRIAL JOSE GUILLERMO CASTRO,NOC,No oficial
099846,LICEO GALOIS,PRV,No oficial
099853,COLEGIO SANTA MARIA,NOC,No oficial
099861,INSTITUCION EDUCATIVA EL SABANAL,OFI,Oficial
099879,INSTITUTO DE FORMACION DE JOVENES Y ADULTOS ABC,PRV,No oficial
099887,COLEGIO DEPARTAMENTAL NOVILLEROS ANEXO AL COLEGIO DEPARTAMENTAL SANTA GEMMA,OFI,Oficial
099895,FUNDACION PARA EL DESARROLLO EDUCATIVO INTEGRAL DE CUNDINAMARCA FUNDEICUN,PRV,No oficial
099903,COLEGIO DE EDUCACION PARA ADULTOS JUAN PABLO II,NOC,No oficial
099911,INSTITUCION EDUCATIVA AGUSTIN CODAZZI,OFI,Oficial
099929,COLEGIO GIMNASIO GABRIEL GARCIA MARQUEZ,OFI,Oficial
099937,COLEGIO DEPARTAMENTAL DE BACHILLERATO MIXTO DE BARROBLANCO CELINDA MEJIA LO,OFI,Oficial
099945,INSTITUTO NACIONAL SAN JUAN DEL CORDOBA,NOC,No oficial
099952,CORPORACION EDUCATIVA TECNICA CORET DE ARACATACA,NOC,No oficial
099960,INSTITUTO NACIONAL DE CIENCIA Y TECNOLOGIA,NOC,No oficial
099978,INSTITUTO NACIONAL DE CIENCIA Y TECNOLOGIA,NOC,No oficial
099986,INSTITUCION EDUCATIVA MUNICIPIO DE MALLAMA,NOC,No oficial
099994,CENTRO EDUCATIVO BOLIVARIANO,PRV,No oficial
100008,INSTITUCION EDUCATIVA FORMAL DE ADULTOS SAN FRANCISCO DE SALES,PRV,No oficial
100016,INSTITUCION EDUCATIVA COLEGIO LA SALLE,OFI,Oficial
100024,COLEGIO NOCTURNO LA DORADA,NOC,No oficial
100032,COLEGIO ALBERTO LEON ROJAS,OFI,Oficial
100040,INSTITUTO NACIONAL DEL SABER - INSA,NOC,No oficial
100057,COLEGIO NUEVA GRANADA,NOC,No oficial
100065,INSTITUTO TECNICO AGROPECUARIO,OFI,Oficial
