COD_COLEGIO,COLEGIO,TIPO_COLEGIO,MODACADEMICA
066209,COLEGIO POLITECNICO LOS LIBERTADORES LTDA,PRV,No oficial
066217,CENTRO DOCENTE PARROQUIAL SAN MARCOS,PRV,No oficial
066225,COLEGIO SANTA CRUZ DE CALI,PRV,No oficial
066233,INSTITUTO TECNICO COMERCIAL COLOMBO LIBANES,NOC,No oficial
066241,COLEGIO DEPARTAMENTAL ALBERTO CARVAJAL BORRERO,OFI,Oficial
066258,INSTITUTO TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA,OFI,Oficial
066266,COLEGIO MONSEÑOR RAMON ARCILA,NOC,No oficial
066274,INSTITUCION EDUCATIVA GENERAL FRANCISCO DE PAULA SANTANDER,OFI,Oficial
066282,INSTITUTO TECNOLOGICO RAFAEL NAVIA VARON,OFI,Oficial
066290,CENTRO ACADEMICO ASED LTDA,NOC,No oficial
066308,INSTITUTO TECNICO ELECTRONICO INTEL,PRV,No oficial
066316,INSTITUTO TECNICO ELECTRONICOINTEL,PRV,No oficial
066324,COLEGIO MAYOR CIUDAD DE BUGA,PRV,No oficial
066332,INSTITUCION EDUCATIVA JESUS VILLAFAÑE FRANCO,OFI,Oficial
066340,INSTITUCION EDUCATIVA SAN JOSE,NOC,No oficial
066357,INSTITUCION EDUCATIVA GIMNASIO DEL CALIMA,NOC,No oficial
066365,COLEGIO FRANCISCO ANTONIO ZEA,OFI,Oficial
066373,LICEO DEL VALLE,PRV,No oficial
066381,COLEGIO MUNICIPAL DE BACHILLERATO AGROPECUARIO NORMAN ZULUAGA JARAMILLO,OFI,Oficial
066399,COLEGIO SAN JOSE,PRV,No oficial
066407,COLEGIO CLUB DE LEONES,PRV,No oficial
066415,INSTITUCION EDUCATIVA SAN RAFAEL,OFI,Oficial
066423,INSTITUCION EDUCATIVA JULIAN TRUJILLO,NOC,No oficial
066431,COLEGIO INTERNACIONAL DE BOGOTA,PRV,No oficial
066449,LICEO BALTICO ALEMAN,PRV,No oficial
066456,COLEGIO COOPERATIVO LINO GIL JARAMILLO,NOC,No oficial
066464,INSTITUTO TECNOLOGICO SAN AGUSTIN,NOC,No oficial
066472,COLEGIO COOPERATIVO SAN MARTIN DE PORRES,PRV,No oficial
066480,CENTRO DE INVESTIGACIONES EN EDUCACION Y DOCENCIA CIENCIA,PRV,No oficial
066498,COLEGIO MARIA REINA,PRV,No oficial
066506,INSTITUCION EDUCATIVA DE TRABAJO SAN JOSE,OFI,Oficial
066514,GIMNASIO EMILIO DE BRIGARD,PRV,No oficial
066522,INSTITUTO TECNICO LA RIVIERA,PRV,No oficial
066530,INSTITUCION EDUCATIVA SAGRADO CORAZON,NOC,No oficial
066548,INSTITUTO PEDAGOGICO QUINTO CENTENARIO,PRV,No oficial
066555,COLEGIO MUNICIPAL MOCONDINO,OFI,Oficial
066563,COLEGIO DEPARTAMENTAL DE LLORENTE,OFI,Oficial
066571,COLEGIO DEPARTAMENTAL LUIS AVELINO PEREZ,NOC,No oficial
066589,INSTITUTO AGROPECUARIO JESUS NAZARENO,OFI,Oficial
066597,LICEO SAN ANTONIO,PRV,No oficial
066605,COLEGIO NOCTURNO SEBASTIAN DE MARIZANCENA,NOC,No oficial
066613,COLEGIO COMERCIAL JUAN LOPEZ DE AYALA,PRV,No oficial
066621,INSTITUTO TECNICO AGRICOLA SAN DIEGO,OFI,Oficial
066639,CENTRO EDUCATIVO DISTRITAL INSTITUTO TECNICO TABORA,OFI,Oficial
066647,COLEGIO CIUDAD DE CALI,PRV,No oficial
066654,CENTRO EDUCATIVO DE FORMACION INTEGRAL CEFI,PRV,No oficial
066662,CENTRO EDUCATIVO DISTRITAL BRASILIA,OFI,Oficial
066670,INSTITUTO EL INGENIOSO HIDALGO,PRV,No oficial
066688,CENTRO EDUCATIVO DISTRITAL SAN JOSE,OFI,Oficial
066696,INSTITUTO COMERCIAL NUESTRA SEÑORA DEL SOCORRO,PRV,No oficial
066704,COLEGIO DIEGO FALLON,PRV,No oficial
066712,CENTRO EDUCATIVO DISTRITAL EL JAPON,OFI,Oficial
066720,CENTRO EDUCATIVO DISTRITAL RICAURTE,OFI,Oficial
066738,COLEGIO AGUSTINIANO DE SAN NICOLAS,PRV,No oficial
066746,COLEGIO FE Y ALEGRIA LA PAZ,PRV,No oficial
066753,CENTRO EDUCATIVO DISTRITAL LOS PERIODISTAS,OFI,Oficial
066761,COLEGIO FE Y ALEGRIA LA PAZ,PRV,No oficial
066779,COLEGIO GUSTAVO ROJAS PINILLA,PRV,No oficial
066787,COLEGIO AGUSTINIANO DE SUBA,PRV,No oficial
066795,GIMNASIO SANTA ROCIO,PRV,No oficial
066803,COLEGIO DISTRITAL DE EDUCACION BASICA Y MEDIA LOS ALPES,OFI,Oficial
066811,INSTITUTO EDUCACION Y VIDA,PRV,No oficial
066829,CENTRO DE ESTUDIOS NOCTURNOS ROCELY,NOC,No oficial
066837,COLEGIO COMUNITARIO NOCTURNO DE BACHILLERATO LA LIBERTAD,NOC,No oficial
066845,INSTITUTO ALBERTO MERANI,PRV,No oficial
066852,COLEGIO SUR ORIENTAL SAN JORGE,PRV,No oficial
066860,FUNDACION IDEALES GIMNASIO SANTA ANA,PRV,No oficial
066878,LICEO LA ESPAÑOLA GABRIEL ANZOLA GOMEZ,PRV,No oficial
066886,COLEGIO CARLOS V,PRV,No oficial
066894,LICEO SAMARIO,PRV,No oficial
066902,COLEGIO DISTRITAL RAFAEL NUÑEZ,OFI,Oficial
066910,INSTITUCION EDUCATIVA DISTRITAL CARLOS ARTURO TORRES,OFI,Oficial
066928,LICEO SAN BERNARDO,PRV,No oficial
066936,LICEO CULTURAL LUIS ENRIQUE OSORIO,PRV,No oficial
066944,CENTRO EDUCATIVO DISTRITAL EL JAZMIN,OFI,Oficial
066951,COLEGIO BILINGUE TIERRA NUEVA,PRV,No oficial
066969,LICEO LINGUISTICO MODERNO,PRV,No oficial
066977,INSTITUTO COMERCIAL EDUARDO TORRES,PRV,No oficial
066985,GIMNASIO LA SABANA,PRV,No oficial
066993,CENTRO EDUCATIVO DISTRITAL INSTITUTO TECNICO TABORA,OFI,Oficial
067009,COLEGIO CRISTIANO SEMILLA DE VIDA,PRV,No oficial
067017,COLEGIO MAYOR SAN BENITO APOSTOL,PRV,No oficial
067025,CENTRO EDUCATIVO DISTRITAL MARSELLA,OFI,Oficial
067033,COLEGIO LAZARILLO DE TORMES,PRV,No oficial
067041,COLEGIO ALAFAS DEL NORTE,PRV,No oficial
067058,INSTITUCION EDUCATIVA DISTRITAL QUIROGA ALIANZA,OFI,Oficial
067066,LICEO MADELENA,PRV,No oficial
067074,COLEGIO DISTRITAL DE EDUCACION BASICA Y MEDIA LOS ALPES,OFI,Oficial
067082,INSTITUTO POLITECNICO NACIONAL FEMENINO,OFI,Oficial
067090,CENTRO DE EDUCACION DIVERSIFICADO DISTRITAL CEDID CIUDAD BOLIVAR,OFI,Oficial
067108,CENTRO EDUCATIVO DISTRITAL NUEVA CASTILLA,OFI,Oficial
067116,COLEGIO MIGUEL ANGEL BUONARROTI OCCIDENTAL,NOC,No oficial
067124,INSTITUTO PEDAGOGICO SANTANDER,PRV,No oficial
067132,INSTITUTO NUESTRA SEÑORA DEL AMPARO,PRV,No oficial
067140,COLEGIO DISTRITAL ALBERTO LLERAS CAMARGO,OFI,Oficial
067157,INSTITUTO TECNOLOGICO DEL SUR,PRV,No oficial
067165,COLEGIO VEINTE DE JULIO DE SAN ISIDRO,PRV,No oficial
067173,COLEGIO SAN GABRIEL,PRV,No oficial
067181,CENTRO NOCTURNO DE EDUCACION SEMINARIO,NOC,No oficial
067199,COLEGIO LAS AMERICAS,PRV,No oficial
067207,CENTRO POPULAR ANTONIA SANTOS,PRV,No oficial
067215,LICEO BOLIVAR,PRV,No oficial
067223,INSTITUTO SAN PEDRO CLAVER DE CASCAJAL,PRV,No oficial
067231,COLEGIO MIXTO EDUARDO SANTOS,PRV,No oficial
067249,INSTITUTO SAN JUAN BAUTISTA,PRV,No oficial
067256,CENTRO COMUNITARIO DE EDUCACION BASICA NO. 187 CIVICO 7 DE ABRIL,OFI,Oficial
067264,COLEGIO MADRE MARCELINA,PRV,No oficial
067272,COLEGIO LA DIVINA ENSEÑANZA,PRV,No oficial
067280,COLEGIO MADRE INMACULADA,PRV,No oficial
067298,CENTRO EDUCATIVO SAN JUAN BOSCO DE SOLEDAD,PRV,No oficial
067306,CENTRO POPULAR ATANASIO GIRARDOT,PRV,No oficial
067314,GIMNASIO LA CUMBRE,PRV,No oficial
067322,COLEGIO TECNICO INDUSTRIAL SAN CARLOS BORROMEO,PRV,No oficial
067330,GIMNASIO DE LA COSTA,PRV,No oficial
067348,COLEGIO JESUS DE LA BUENA ESPERANZA,PRV,No oficial
067355,COLEGIO LA CARIDAD DEL COBRE,PRV,No oficial
067363,INSTITUTO DE BACHILLERATO SEMIESCOLARIZADO DEL ATLANTICO ANTONIO RICAURTE,PRV,No oficial
067371,NORMAL DEPARTAMENTAL GENOVEVA DIAZ,NOC,No oficial
067389,COLEGIO SANTA RITA,OFI,Oficial
067397,BACHILLERATO NOCTURNO COMERCIAL CONCEJO DE ITUANGO,NOC,No oficial
067405,COLEGIO DIOCESANO JUAN PABLO II,PRV,No oficial
067413,INSTITUCION EDUCATIVA FEDERICO SIERRA,OFI,Oficial
067421,INSTITUTO DE COMERCIO MINERVA,PRV,No oficial
067439,INSTITUTO DE COMERCIO MINERVA,NOC,No oficial
067447,INSTITUTO NOCTURNO DE ENSEÑANZA MEDIA CONCEJO MUNICIPAL,NOC,No oficial
067454,INSTITUTO REGIONAL DE EDUCACION RURAL IRER,PRV,No oficial
067462,INSTITUCION EDUCATIVA SOFIA OSPINA DE NAVARRO,OFI,Oficial
067470,LICEO DEPARTAMENTAL SAN LORENZO DE ABURRA,OFI,Oficial
067488,COLEGIO INTEGRAL NUEVA GENTE,PRV,No oficial
067496,INSTITUCION EDUCATIVA LA PAZ,NOC,No oficial
067504,COLEGIO PARROQUIAL JUAN PABLO II,PRV,No oficial
067512,COLEGIO CARDENAL ANIBAL MUÑOZ DUQUE,NOC,No oficial
067520,INSTITUCION EDUCATIVA EL SALVADOR,NOC,No oficial
067538,CENCENTRACION EDUCATIVA LA CHAPA,OFI,Oficial
067546,COLEGIO EDUCATIVO LA CAUCANA,OFI,Oficial
067553,LICEO MUNICIPAL BARRIO SANTA MARGARITA,OFI,Oficial
067561,COLEGIO EDUCATIVO SAN ANTONIO DE PADUA,OFI,Oficial
067579,COLEGIO GRANJAS INFANTILES,OFI,Oficial
067587,COLEGIO MANUEL MEJIA VALLEJO,PRV,No oficial
067595,CENTRO DISTRITAL DE BACHILLERATO NOCTURNO FRANCISCO DE PAULA VARGAS VELEZ,NOC,No oficial
067603,CENTRO DISTRITAL DE BACHILLERATO NOCTURNO MANUELA VERGARA DE CURI,NOC,No oficial
067611,INSTITUCION EDUCATIVA LA PASCUALA,OFI,Oficial
067629,GIMNASIO LATINOAMERICANO,PRV,No oficial
067637,GIMNASIO LATINOAMERICANO,PRV,No oficial
067645,COLEGIO DEPARTAMENTAL PIO XII,OFI,Oficial
067652,COLEGIO ALMIRANTE COLON,PRV,No oficial
067660,INSTITUCION EDUCATIVA TIQUISIO NUEVO,OFI,Oficial
067678,COLEGIO MUNICIPAL NOCTURNO DE BACHILLERATO COMERCIAL,NOC,No oficial
067686,COLEGIO NICOLAS CUERVO Y ROJAS,OFI,Oficial
067694,COLEGIO PABLO VALETTE,PRV,No oficial
067702,COLEGIO JULIUS SIEBER,OFI,Oficial
067710,"COLEGIO DE EDUCACION BASICA, MEDIA, ACADEMICA Y TECNICA SANTA CRUZ DE MOTAV",OFI,Oficial
067728,COLEGIO TECNICO COMERCIAL SAN PEDRO DE IGUAQUE,OFI,Oficial
067736,COLEGIO RURAL JUAN PABLO II,OFI,Oficial
067744,CENTRO EDUCATIVO DISTRITAL RURAL PASQUILLA,OFI,Oficial
067751,COLEGIO COMERCIAL LUZ DE VIDA,PRV,No oficial
067769,COLEGIO DEPARTAMENTAL MIXTO NACIONALIZADO DE TOPAIPI,OFI,Oficial
067777,CENTRO EDUCATIVO INSTITUTO DE CIENCIAS AGROINDUSTRIALES Y DEL MEDIO AMBIENT,PRV,No oficial
067785,INSTITUCION EDUCATIVA DEPARTAMENTAL CARTAGENA,OFI,Oficial
067793,COLEGIO COLOMBO HISPANO,PRV,No oficial
067801,COLEGIO COOPERATIVO TOMAS CIPRIANO DE MOSQUERA,PRV,No oficial
067819,INSTITUCION EDUCATIVA DEPARTAMENTAL LA PLAZUELA,OFI,Oficial
067827,COLEGIO DEPARTAMENTAL NACIONALIZADO DE CAQUEZA,OFI,Oficial
067835,COLEGIO INTEGRAL LOS ANDES,OFI,Oficial
067843,COLEGIO DEPARTAMENTAL PORTONES,OFI,Oficial
067850,INSTITUTO DEPARTAMENTAL NACIONALIZADO IGNACIO PESCADOR,NOC,No oficial
067868,COLEGIO TECNICO INDUSTRIAL OLIVA CAICEDO,PRV,No oficial
067876,GIMNASIO TEQUENDAMA,PRV,No oficial
067884,INSTITUTO PEDAGOGICO DE SOACHA,PRV,No oficial
067892,COLEGIO DEPARTAMENTAL NACIONALIZADO SANTA INES,NOC,No oficial
067900,COLEGIO DEPARTAMENTAL DE BACHILLERATO MIXTO NOCTURNO SANTA FE,NOC,No oficial
067918,COLEGIO DEPARTAMENTAL DE BACHILLERATO NOCTURNO JOSE CELESTINO MUTIS,NOC,No oficial
067926,LICEO POLITECNICO DEL SINU,PRV,No oficial
067934,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,OFI,Oficial
067942,INSTITUCION EDUCATIVA EUGENIO SANCHEZ CARDENAS,OFI,Oficial
067959,COLEGIO MUNICIPAL DE BACHILLERATO ACADEMICO NOCTURNO,NOC,No oficial
067967,COLEGIO DEPARTAMENTAL DE BACHILLERATO NOCTURNO DE MOCARI,NOC,No oficial
067975,COLEGIO DE BACHILLERATO MIXTO DE TUCHIN ALVARO ULCUE CHOCUE,OFI,Oficial
067983,LICEO PLANETA RICA,PRV,No oficial
067991,COLEGIO NACIONALIZADO SAN PEDRO CLAVER,NOC,No oficial
068007,COLEGIO LOS ALAMOS,PRV,No oficial
068015,COLEGIO INTEGRADO SAN PABLO,NOC,No oficial
068023,COLEGIO JOSE ANTONIO GALAN,OFI,Oficial
068031,CORPORACION EDUCATIVA LOS HEROES,PRV,No oficial
068049,INSTITUTO TECNICO DE CAPACITACION EN SISTEMAS INTECS,NOC,No oficial
068056,INSTITUCION EDUCATIVA VILLAMARIA,OFI,Oficial
068064,COLEGIO RAFAEL VALLE MEZA,NOC,No oficial
068072,COLEGIO EL CORAZON DE MARIA,PRV,No oficial
068080,COLEGIO EVANGELICO EBENEZER,PRV,No oficial
068098,LICEO MODERNO,PRV,No oficial
068106,INSTITUTO DON BOSCO,PRV,No oficial
068114,COLEGIO GUSTAVO COTES FERNANDEZ,PRV,No oficial
068122,LICEO AMERICANO,PRV,No oficial
068130,INSTITUCION EDUCATIVA LUIS OVIDIO RINCON LOBO,OFI,Oficial
068148,INSTITUTO TECNICO VILLA CORELCA,OFI,Oficial
068155,COLEGIO DE BACHILLERATO AGUSTIN QUINTANA,PRV,No oficial
068163,COLEGIO DEL ROSARIO,OFI,Oficial
068171,COLEGIO DEPARTAMENTAL CRISTO REY DE TUTUNENDO,OFI,Oficial
068189,SEMINARIO COLEGIO CORAZON DE MARIA,OFI,Oficial
068197,COLEGIO DE BACHILLERATO NOCTURNO MUNICIPAL DIEGO LUIS CORDOBA,NOC,No oficial
068205,COLEGIO NOCTURNO DIVINO NIÑO,NOC,No oficial
068213,INSTITUTO COOPERATIVO REGIONAL ALCIDES FERNANDEZ ICRAF,PRV,No oficial
068221,COLEGIO MUNICIPAL SAN ANTONIO DE ANACONIA,OFI,Oficial
068239,INSTITUCION EDUCATIVA EL CAGUAN,OFI,Oficial
068247,INSTITUCION EDUCATIVA FORTALECILLAS,OFI,Oficial
068254,COLEGIO COLOMBO INGLES DEL HUILA,PRV,No oficial
068262,INSTITUCION EDUCATIVA EL JUNCAL,OFI,Oficial
068270,COLEGIO DE BACHILLERATO TECNICO EN COMERCIO Y SISTEMAS HEISENBERG,PRV,No oficial
068288,INSTITUTO TECNICO AGRICOLA RAMON ALVARADO SANCHEZ,OFI,Oficial
068296,COLEGIO DEPARTAMENTAL LIVIO REGINALDO FISCHIONE,OFI,Oficial
068304,INSTITUTO AGRICOLA DE CARRAIPIA,OFI,Oficial
068312,INSTITUCION EDUCATIVA RURAL SAN JUAN BAUTISTA,OFI,Oficial
068320,INSTITUCION EDUCATIVA AGROPECUARIO RURAL DE CONEJO,OFI,Oficial
068338,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA ANUARIO MANJARREZ,OFI,Oficial
068346,INSTITUCION EDUCATIVA SAN RAFAEL DE ALBANIA,OFI,Oficial
068353,INSTITUTO GABRIEL GARCIA MARQUEZ,PRV,No oficial
068361,CENTRO EDUCATIVO DISTRITAL RODRIGO DE BASTIDAS,NOC,No oficial
068379,INSTITUTO GABRIELA MISTRAL,PRV,No oficial
068387,COLEGIO DISTRITAL DE BACHILLERATO NOCTURNO LIBERTADOR CAJAMAG,NOC,No oficial
068395,COLEGIO SAN PEDRO ALEJANDRINO,PRV,No oficial
068403,INSTITUCION EDUCATIVA DISTRITAL DE BONDA,OFI,Oficial
068411,COLEGIO MARIA INMACULADA,PRV,No oficial
068429,INSTITUTO TECNICO BOLIVARIANO,PRV,No oficial
068437,COLEGIO DEPARTAMENTAL DE BACHILLERATO DE PUNTA DE PIEDRAS,OFI,Oficial
068445,COLEGIO LICEO LOS ALPES,PRV,No oficial
068452,COLEGIO LICEO JULIO CESAR AHUMADA L.,PRV,No oficial
068460,COLEGIO COOPERATIVO DE BACHILLERATO DE ARACATACA,PRV,No oficial
068478,INSTITUCION EDUCATIVA DEPARTAMENTAL DE NUEVA GRANADA,OFI,Oficial
068486,COLEGIO DOMINGO SAVIO,NOC,No oficial
068494,COLEGIO DOMINGO SAVIO,PRV,No oficial
068502,COLEGIO EL DIVINO SALVADOR,PRV,No oficial
068510,COLEGIO SAN CARLOS,PRV,No oficial
068528,LICEO LOS LANCEROS,PRV,No oficial
068536,COLEGIO ACADEMICO DE BACHILLERATO COFREM,PRV,No oficial
068544,COLEGIO MUNICIPAL ANDRES BELLO,OFI,Oficial
068551,COLEGIO MUNICIPAL PETROLEA,OFI,Oficial
068569,LICEO LAS AMERICAS,PRV,No oficial
068577,COLEGIO SAN PEDRO CLAVER,PRV,No oficial
068585,COLEGIO FRAY MANUEL ALVAREZ,OFI,Oficial
068593,COLEGIO PRESBITERO DANIEL JORDAN,OFI,Oficial
068601,CENTRO DE EDUCACION DE JOVENES Y ADULTOS EDUCACION EN ALIANZA PADRES E HIJO,NOC,No oficial
068619,INSTITUCION EDUCATIVA SAN JOSE,OFI,Oficial
068627,NUCLEO ESCOLAR RURAL OLAYA HERRERA BACHILLERATO TECNICO AGROPECUARIO,OFI,Oficial
068635,INSTITUTO MICROEMPRESARIAL EL TOTUMO,OFI,Oficial
068643,INSTITUTO DE BACHILLERATO COMERCIAL LUIS CARLOS GALAN SARMIENTO,PRV,No oficial
068650,COLEGIO DE BACHILLERATO MIXTO DIEGO FALLON,OFI,Oficial
068668,COLEGIO MUNICIPAL DE VALENCIA,OFI,Oficial
068676,COLEGIO MUNICIPAL MIXTO SAN FRANCISCO DE ASIS,OFI,Oficial
068684,COLEGIO JUAN XXIII,NOC,No oficial
068692,NUCLEO ESCOLAR RURAL PLANADAS,OFI,Oficial
068700,INSTITUCION EDUCATIVA LOS ALPES,OFI,Oficial
068718,INSTITUCION EDUCATIVA TECNICA  DOIMA,OFI,Oficial
068726,COLEGIO SAN BARTOLOME,PRV,No oficial
068734,INSTITUCION EDUCATIVA JOSE ANTONIO RICAURTE,NOC,No oficial
068742,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,OFI,Oficial
068759,COLEGIO AMERICANO,PRV,No oficial
068767,CENTRO DE EDUCACION OFICIAL PARA ADULTOS BOYACA,NOC,No oficial
068775,COLEGIO COOPERATIVO CARMENZA ROCHA,OFI,Oficial
068783,COLEGIO NACIONAL JOSE MARIA CARBONELL,OFI,Oficial
068791,INSTITUTO DOCENTE FRANCISCO JULIAN OLAYA,NOC,No oficial
068809,COLEGIO LATINOAMERICANO,NOC,No oficial
068817,COLEGIO BILINGUE INTERNACIONAL DEL QUINDIO LTDA,PRV,No oficial
068825,CENTRO DE EDUCACION PARA JOVENES Y ADULTOS ANTONIO RICAURTE,OFI,Oficial
068833,COLEGIO PABLO EMILIO CARDONA,OFI,Oficial
068841,CENTRO DE CAPACITACION DE ADULTOS DE EMPRESAS PUBLICAS,NOC,No oficial
068858,INSTITUTO MINERVA,PRV,No oficial
068866,COLEGIO NIÑO JESUS DE PRAGA,PRV,No oficial
068874,COLEGIO TECNICO NUESTRA SEÑORA DE LA PAZ,OFI,Oficial
068882,COLEGIO SANTA CRUZ DE LA NUEVA BAEZA,PRV,No oficial
068890,COLEGIO JORGE ELIECER GAITAN,PRV,No oficial
068908,COLEGIO DE BACHILLERATO NOCTURNO MUNICIPAL,NOC,No oficial
068916,COLEGIO SANTA MARIA MAGGIORE,PRV,No oficial
068924,COLEGIO DEPARTAMENTAL ISIDRO CABALLERO DELGADO,NOC,No oficial
068932,INSTITUTO AGROPECUARIO SAN PEDRO,OFI,Oficial
068940,COLEGIO TRINIDAD CAMACHO PINZON,OFI,Oficial
068957,LICEO VEINTE DE JULIO,PRV,No oficial
068965,INSTITUCION EDUCATIVA TECNICO AGROPECUARIA ANIBAL GANDARA CAMPO,OFI,Oficial
068973,COLEGIO DE BACHILLERATO ELIECER ULLOA,OFI,Oficial
068981,COLEGIO DE BACHILLERATO AGROPECUARIO DE CALLEJON,OFI,Oficial
068999,INSTITUCION EDUCATIVA LA INMACULADA CONCEPCION,OFI,Oficial
069005,INSTITUTO TECNICO AGROPECUARIO DE FLOR DEL MONTE,OFI,Oficial
069013,INSTITUTO DE EDUCACION DE ADULTOS ADOLFO MILANES,NOC,No oficial
069021,COLEGIO NACIONAL FRANCISCO FERNANDEZ DE CONTRERAS,OFI,Oficial
069039,UNIDAD EDUCATIVA SAN JUAN BAUTISTA,OFI,Oficial
069047,INSTITUCION EDUCATIVA SAN ALBERTO MAGNO,NOC,No oficial
069054,COLEGIO LICEO DEL SUR,PRV,No oficial
069062,INSTITUTO DE EDUCACION DE ADULTOS URBANO NUESTRA SEÑORA DE BELEN,NOC,No oficial
069070,INSTITUCION EDUCATIVA DE CAÑAVERAL,OFI,Oficial
069088,INSTITUCION EDUCATIVA TECNICA DE PASACABALLOS,OFI,Oficial
