CODIGO_INTERNO,COD_DEPTO_PROCEDENCIA,COD_MUN_PROCEDENCIA,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,ESTRATO,COD_COLEGIO,MODACADEMICA,ANO_TERMINACION_COLEGIO,PBM_CALCULADO,PBM_COLEGIO,PBM_ASIGNADO,PUNTAJE_ADMISION,CONVOCATORIA,APERTURA,COD_ACCESO,COD_SUBACCESO,NODO_INICIO,COD_PLAN,HIST_ACADEMICA
641099,5,1,5,1,4,000216,No oficial,2024,,,,"578,517",2025-2S,2025-2S,1,1,2,3534,1886
641110,5,1,5,1,3,027896,Oficial,2023,,,,"702,143",2025-2S,2025-2S,1,24,2,3534,1887
640759,5,1,5,1,2,000786,Oficial,2024,,,,"758,939",2025-2S,2025-2S,1,1,2,3534,1856
640771,5,1,5,1,5,001073,No oficial,2024,,,,"648,619",2025-2S,2025-2S,1,1,2,3534,1857
641121,5,1,5,1,3,159368,Oficial,2023,,,,"581,265",2025-2S,2025-2S,1,1,2,3534,1888
641129,5,1,5,1,3,075879,Oficial,2022,,,,"652,769",2025-2S,2025-2S,1,24,2,3534,1889
641174,5,1,5,1,4,156463,No oficial,2024,,,,"595,693",2025-2S,2025-2S,1,1,2,3534,1891
640826,5,1,5,1,1,061846,Oficial,2024,,,,"591,854",2025-2S,2025-2S,1,1,2,3534,1862
640863,5,1,5,1,1,144329,Oficial,2024,,,,"589,987",2025-2S,2025-2S,1,24,2,3534,1865
640877,5,1,5,1,2,657486,No oficial,2024,,,,"634,708",2025-2S,2025-2S,1,1,2,3534,1866
640891,5,1,5,1,3,085910,Oficial,2024,,,,"672,484",2025-2S,2025-2S,1,1,2,3534,1868
640929,5,1,5,1,2,000687,Oficial,2024,,,,"570,367",2025-2S,2025-2S,1,1,2,3534,1869
641271,5,1,5,1,3,205047,Oficial,2022,,,,"672,936",2025-2S,2025-2S,1,1,2,3534,1897
640935,5,1,5,1,2,660878,No oficial,2024,,,,"610,06",2025-2S,2025-2S,1,1,2,3534,1870
640965,5,1,5,1,3,121574,Oficial,2024,,,,"606,367",2025-2S,2025-2S,1,1,2,3534,1872
641338,5,1,5,1,3,085837,No oficial,2017,,,,"673,029",2025-2S,2025-2S,1,1,2,3534,1904
640982,5,1,5,1,4,000174,No oficial,2024,,,,"582,523",2025-2S,2025-2S,1,1,2,3534,1874
641354,5,1,5,1,4,111807,No oficial,2015,,,,"600,99",2025-2S,2025-2S,1,1,2,3534,1905
537278,5,30,5,30,2,024588,Oficial,2018,9,,,"598,93",2019-1S,2019-1S,1,28,5,3534,179
626460,5,30,5,30,2,024588,Oficial,2021,11,,,"623,579",2024-1S,2024-1S,1,36,4,2540,4482
583695,44,90,5,34,1,122853,Oficial,2021,33,,,"653,39",2021-2S,2021-2S,1,1,2,3534,963
599469,5,34,5,34,2,013938,Oficial,2021,9,,,"576,776",2022-2S,2022-2S,1,1,4,3534,1185
629148,5,45,5,45,2,001297,Oficial,2023,25,,,"456,029",2024-2S,2024-2S,1,36,4,2540,4652
541492,5,1,5,79,3,000760,No oficial,2018,68,,,"839,03",2019-1S,2019-1S,1,1,2,3534,99
560273,5,79,5,79,3,107672,Oficial,2019,20,,,"652,13",2020-1S,2020-1S,1,1,4,3534,348
597643,5,79,5,79,2,107672,Oficial,2021,18,,,"604,812",2022-2S,2022-2S,1,1,2,3534,1145
620196,5,79,5,79,1,107672,Oficial,2023,48,,,"704,435",2024-1S,2024-1S,1,1,4,3534,1588
623793,5,79,5,79,2,037846,No oficial,2023,42,,,"720,728",2024-1S,2024-1S,1,1,4,3534,1599
630305,5,79,5,79,2,107672,Oficial,2023,7,,,"620,926",2024-2S,2024-2S,1,1,4,3534,1656
458142,5,88,5,88,4,053504,No oficial,2013,48,,,"676,78",2014-2S,2014-2S,1,1,2,3534,617
465985,5,88,5,88,1,051037,Oficial,2015,4,,,"648,19",2016-2S,2016-2S,1,1,2,3534,628
461150,5,579,5,88,1,082594,Oficial,2010,28,1,,"629,41",2018-2S,2018-2S,1,1,2,3534,794
466321,5,88,5,88,2,001396,Oficial,2012,10,,,"599,37",2015-2S,2015-2S,1,1,2,3534,639
466362,5,88,5,88,1,026518,Oficial,2014,3,,,"716,85",2015-1S,2015-1S,1,1,5,3534,789
475162,5,88,5,88,1,108175,Oficial,2016,7,,,"579,42",2017-2S,2017-2S,1,1,4,3534,557
469003,5,88,5,88,3,032003,No oficial,2017,39,,,,2018-1S,2021-2S,3,1,2,3534,1048
465868,5,88,5,88,1,075796,Oficial,2013,8,,,"586,69",2014-2S,2015-2S,1,1,4,3534,656
472863,5,88,5,88,3,032003,No oficial,2017,36,,,"697,678",2025-2S,2025-2S,1,1,2,3534,1903
522750,5,88,5,88,1,036046,Oficial,2016,,,,"788,071",2023-1S,2023-1S,1,24,2,3534,1310
460746,5,88,5,88,3,059238,No oficial,2013,41,,,"743,28",2014-1S,2014-1S,1,1,4,3534,940
534098,5,88,5,88,1,127852,No oficial,2016,15,,,,2018-2S,2021-2S,3,1,2,3534,1054
543817,5,88,5,88,3,000174,No oficial,2018,53,58,,"615,093",2022-2S,2022-2S,1,1,2,3534,1189
541499,5,88,5,88,3,001388,No oficial,2018,46,,,"676,88",2019-1S,2019-1S,1,1,2,3534,102
541902,5,88,5,88,3,727644,Oficial,2018,28,,,"698,17",2019-1S,2019-1S,1,1,4,3534,154
555060,5,1,5,88,3,028290,Oficial,2015,30,,,"615,91",2019-2S,2019-2S,1,1,4,3534,291
555158,5,88,5,88,4,059238,No oficial,2018,56,,,"565,61",2019-2S,2019-2S,1,1,4,3534,225
594013,5,88,5,88,3,001388,No oficial,2021,50,,,"639,35",2022-1S,2022-1S,1,1,4,3534,1070
594031,5,88,5,88,3,000174,No oficial,2021,51,55,,"649,18",2022-1S,2022-1S,1,1,2,3534,1093
594293,5,88,5,88,3,000786,Oficial,2021,27,,,"723,26",2022-1S,2022-1S,1,1,2,3534,1087
593798,5,88,5,88,2,114983,Oficial,2021,30,,,"674,94",2022-1S,2022-1S,1,1,2,3534,1083
576195,5,88,5,88,No Informa,999993,No oficial,2020,100,,,"631,21",2021-1S,2021-1S,1,1,2,3534,834
576583,5,88,5,88,No Informa,114983,Oficial,2020,95,,,"835,81",2021-1S,2021-1S,1,1,2,3534,885
576589,5,88,5,88,No Informa,000786,Oficial,2020,95,,,"661,38",2021-1S,2021-1S,1,1,2,3534,886
585746,5,88,5,88,3,000851,Oficial,2020,16,,,"590,3",2021-2S,2021-2S,1,1,4,3534,1011
598336,5,88,5,88,2,140467,No oficial,2021,34,,,"583,142",2022-2S,2022-2S,1,1,2,3534,1156
597542,5,591,5,88,1,040071,Oficial,2021,5,,,"611,317",2022-2S,2022-2S,1,1,2,3534,1143
594483,5,88,5,88,3,030452,Oficial,2018,40,,,,2022-1S,2024-1S,3,1,2,3534,1610
602394,5,88,5,88,2,114983,Oficial,2014,43,,,"600,164",2022-2S,2022-2S,1,1,4,3534,1248
605932,5,88,5,88,3,040030,No oficial,2022,39,,,"713,806",2023-1S,2023-1S,1,1,4,3534,1320
605645,5,88,5,88,3,140467,No oficial,2022,49,,,"730,464",2023-1S,2023-1S,1,1,2,3534,1302
605408,5,88,5,88,2,073734,Oficial,2022,20,,,"755,463",2023-1S,2023-1S,1,1,2,3534,1284
605457,5,88,5,88,3,114983,Oficial,2022,17,,,"706,464",2023-1S,2023-1S,1,1,4,3534,1288
619998,5,42,5,88,2,093955,No oficial,2023,38,,,"719,912",2024-1S,2024-1S,1,1,2,3534,1573
620270,5,88,5,88,3,001388,No oficial,2022,62,,,"730,144",2024-1S,2024-1S,1,1,2,3534,1592
619837,5,88,5,88,2,051029,Oficial,2018,70,,,"709,692",2024-1S,2024-1S,1,1,2,3534,1562
614495,5,887,5,88,2,002881,Oficial,2021,6,,,"655,318",2023-2S,2023-2S,1,1,2,3534,1403
615175,5,88,5,88,3,059238,No oficial,2020,,,,"690,854",2023-2S,2023-2S,1,1,2,3534,1466
615059,23,1,5,88,2,047456,No oficial,2022,39,,,"634,185",2023-2S,2023-2S,1,1,4,3534,1457
620915,5,88,5,88,3,114983,Oficial,2022,45,,,"690,383",2024-1S,2024-1S,1,36,4,2540,4193
626428,5,88,5,88,1,008102,Oficial,2023,6,,,"635,821",2024-1S,2024-1S,1,36,4,2540,4470
637376,5,88,5,88,2,204917,Oficial,2024,23,,,"739,904",2025-1S,2025-1S,1,1,4,3534,1774
637089,5,88,5,88,2,124792,Oficial,2024,,,,"713,143",2025-1S,2025-1S,1,1,4,3534,1756
637176,5,88,5,88,3,053504,No oficial,2024,,,,"627,642",2025-2S,2025-2S,1,1,2,3534,1851
630429,5,88,5,88,3,001396,Oficial,2023,26,,,"651,847",2024-2S,2024-2S,1,1,4,3534,1670
629847,5,88,5,88,3,000786,Oficial,2023,56,,,"719,886",2024-2S,2024-2S,1,1,4,3534,1619
630382,5,88,5,88,1,204735,Oficial,2023,9,,,"622,777",2025-2S,2025-2S,1,1,2,3534,1898
640688,5,88,5,88,2,117275,Oficial,2024,,,,"575,51",2025-2S,2025-2S,1,24,2,3534,1848
640752,5,88,5,88,3,059238,No oficial,2024,,,,"671,574",2025-2S,2025-2S,1,1,2,3534,1855
640789,5,88,5,88,2,204917,Oficial,2024,,,,"714,645",2025-2S,2025-2S,1,1,2,3534,1860
555543,5,101,5,101,1,031195,Oficial,2018,1,,,"610,464",2025-2S,2025-2S,1,1,2,3534,1900
466394,5,129,5,129,2,040055,Oficial,2014,9,,,"588,03",2015-2S,2015-2S,1,1,4,3534,671
455692,5,129,5,129,2,001495,Oficial,2010,11,,,"691,36",2014-2S,2014-2S,1,1,4,3534,665
577933,5,129,5,129,3,001784,No oficial,2020,63,,,,2021-1S,2022-1S,3,1,2,3534,1135
638278,5,129,5,129,2,002063,Oficial,2011,10,,,"418,384",2024-2S,2024-2S,1,36,4,2540,4869
471018,5,148,5,148,3,071001,No oficial,2015,36,,,"628,85",2016-1S,2016-1S,1,1,4,3534,642
475781,5,148,5,148,3,030437,Oficial,2013,14,,,"631,26",2020-2S,2020-2S,1,1,4,3534,491
454692,5,148,5,148,3,030437,Oficial,2015,15,,,"785,424",2023-1S,2023-1S,1,1,2,3534,1322
601992,5,148,5,148,3,088302,No oficial,2021,,,,"624,252",2022-2S,2022-2S,1,1,2,3534,1241
605623,5,148,5,148,3,001586,Oficial,2022,39,,,"691,933",2023-1S,2023-1S,1,1,2,3534,1298
513725,5,172,5,172,2,001313,No oficial,2016,52,,,"646,62",2017-1S,2017-1S,1,1,3,3534,648
467375,5,38,5,190,2,033357,Oficial,2010,20,,,"601,37",2019-2S,2019-2S,1,1,4,3534,279
465874,5,212,5,212,3,001685,Oficial,2014,34,,,"702,24",2015-1S,2015-1S,1,1,2,3534,646
541585,5,212,5,212,3,000760,No oficial,2018,59,62,,"795,88",2019-1S,2019-1S,1,1,2,3534,21
560180,5,212,5,212,3,056937,No oficial,2019,36,,,"703,28",2020-1S,2020-1S,1,1,2,3534,335
584207,5,212,5,212,3,001693,No oficial,2020,17,,,"614,94",2021-2S,2021-2S,1,1,2,3534,974
636921,5,212,5,212,2,001685,Oficial,2024,,,,"788,259",2025-1S,2025-1S,1,1,2,3534,1745
457139,5,237,5,237,2,001735,Oficial,2009,5,,,"657,76",2014-1S,2014-1S,1,1,2,3534,704
614468,5,237,5,237,2,001735,Oficial,2022,8,,,"647,558",2023-2S,2023-2S,1,1,2,3534,1400
459504,5,264,5,264,3,001768,Oficial,2013,14,,,"651,36",2014-1S,2014-1S,1,1,4,3534,634
605403,5,264,5,264,3,001768,Oficial,2022,40,,,"722,761",2023-1S,2023-1S,1,1,2,3534,1283
418622,5,266,5,266,No Informa,050906,No oficial,2013,,,,"671,9",2017-2S,2017-2S,1,1,12,2540,2607
415404,5,266,5,266,No Informa,001891,No oficial,2017,,,,"940,43",2018-1S,2018-1S,1,1,2,2552,4071
460563,5,266,5,266,5,001784,No oficial,2014,78,,,"642,2",2015-1S,2015-1S,1,1,4,3534,717
467394,5,318,5,266,3,001891,No oficial,2010,52,,,"767,55",2019-1S,2019-1S,1,1,2,3534,77
454830,5,266,5,266,3,001867,Oficial,2014,18,,,"592,56",2015-2S,2015-2S,1,1,4,3534,674
464906,5,266,5,266,3,001867,Oficial,2022,100,,,"714,24",2016-1S,2016-1S,1,1,2,3534,683
464973,5,266,5,266,3,001867,Oficial,2014,20,,,"613,35",2015-2S,2015-2S,1,1,4,3534,718
531940,5,266,5,266,3,021949,No oficial,2016,42,25,,"713,05",2018-2S,2018-2S,1,1,2,3534,690
541780,5,88,5,266,3,114983,Oficial,2018,34,,,"722,6",2019-1S,2019-1S,1,1,4,3534,138
543666,5,266,5,266,3,001909,Oficial,2018,56,,,"773,143",2023-1S,2023-1S,1,1,2,3534,1327
560155,5,266,5,266,2,037820,Oficial,2019,15,,,"673,02",2020-1S,2020-1S,1,1,2,3534,331
594346,5,266,5,266,2,001883,Oficial,2021,51,,,"641,05",2022-1S,2022-1S,1,1,2,3534,1105
576650,5,266,5,266,No Informa,001867,Oficial,2020,95,,,"696,12",2021-1S,2021-1S,1,1,2,3534,895
576230,5,266,5,266,No Informa,001784,No oficial,2020,100,,,"689,01",2021-1S,2021-1S,1,1,2,3534,840
576478,5,266,5,266,No Informa,001826,No oficial,2019,100,,,"704,87",2021-1S,2021-1S,1,1,2,3534,870
587095,5,360,5,266,3,126425,Oficial,2020,43,,,"600,92",2021-2S,2021-2S,1,1,4,3534,1042
619689,66,1,5,266,2,013573,Oficial,2023,9,,,"727,837",2024-1S,2024-1S,1,1,2,3534,1553
630495,25,491,5,266,2,009035,Oficial,2023,10,,,"670,915",2024-2S,2024-2S,1,1,4,3534,1675
641065,5,266,5,266,3,001826,No oficial,2024,,,,"626,204",2025-2S,2025-2S,1,1,2,3534,1883
640887,5,266,5,266,5,156604,No oficial,2025,,,,"620,926",2025-2S,2025-2S,1,1,2,3534,1867
641263,5,266,5,266,4,079574,No oficial,2022,,,,"751,811",2025-2S,2025-2S,1,1,2,3534,1896
641013,5,266,5,266,3,001867,Oficial,2024,,,,"621,913",2025-2S,2025-2S,1,24,2,3534,1876
537342,5,282,5,282,2,001917,Oficial,2010,8,,,"541,93",2019-1S,2019-1S,1,28,5,3534,186
537373,5,282,5,282,1,001917,Oficial,1996,10,,,"577,18",2019-1S,2019-1S,1,28,5,3534,189
576206,5,308,5,308,No Informa,124347,Oficial,2020,95,,,"640,62",2021-1S,2021-1S,1,1,4,3534,836
605820,5,308,5,308,2,124347,Oficial,2022,41,,,"975,445",2023-1S,2023-1S,1,1,2,3534,1312
614942,5,308,5,308,2,120386,No oficial,2018,,,,"663,446",2023-2S,2023-2S,1,1,2,3534,1447
638919,5,308,5,308,3,028290,Oficial,2020,,,,"667,583",2025-2S,2025-2S,1,1,2,3534,1901
630283,15,759,5,308,4,005595,No oficial,2023,40,,,"632,977",2024-2S,2024-2S,1,1,2,3534,1655
630349,5,308,5,308,3,120386,No oficial,2023,27,,,"627,58",2024-2S,2024-2S,1,1,4,3534,1663
640972,5,308,5,308,2,124347,Oficial,2024,,,,"681,477",2025-2S,2025-2S,1,1,2,3534,1873
453985,5,310,5,310,2,001966,Oficial,2008,8,,,"670,17",2014-1S,2014-1S,1,1,4,3534,677
629452,5,313,5,313,3,155671,No oficial,2023,19,,,"481,823",2024-2S,2024-2S,1,36,4,2540,4674
451234,5,318,5,318,3,001982,Oficial,2010,14,,,"680,71",2014-2S,2014-2S,1,1,2,3534,647
567627,5,318,5,318,2,027995,Oficial,2019,7,,,,2020-2S,2022-2S,3,1,2,3534,1264
628305,5,318,5,318,3,002295,Oficial,2022,45,,,"492,476",2024-2S,2024-2S,1,36,4,2540,4597
626467,5,318,5,318,2,121590,Oficial,2009,70,,,"683,952",2024-1S,2024-1S,1,36,4,2540,4486
629523,5,318,5,318,3,049163,Oficial,2020,15,,,"539,421",2024-2S,2024-2S,1,36,4,2540,4678
630684,5,318,5,318,2,001982,Oficial,2023,7,,,"630,44",2024-2S,2024-2S,1,1,4,3534,1689
640780,5,318,5,318,2,067454,No oficial,2024,,,,"656,665",2025-2S,2025-2S,1,1,2,3534,1858
442217,5,360,5,360,3,000786,Oficial,2008,14,,,"762,979",2023-2S,2023-2S,1,1,2,3534,1432
460625,5,360,5,360,3,101774,Oficial,2013,18,,,"725,65",2014-1S,2014-1S,1,1,4,3534,636
460177,5,360,5,360,3,116970,Oficial,2009,15,,,,2021-1S,2021-1S,9,1,1,3534,941
456442,5,360,5,360,3,002048,No oficial,2007,39,,,"735,58",2014-1S,2014-1S,1,1,2,3534,643
456409,5,360,5,360,2,042036,Oficial,2007,12,,,"629,45",2014-2S,2014-2S,1,1,4,3534,629
469448,5,360,5,360,3,057091,Oficial,2016,20,,,,2020-1S,2020-1S,9,1,1,3534,408
469564,5,360,5,360,3,115030,Oficial,2015,16,,,"628,42",2016-1S,2016-1S,1,1,4,3534,715
390739,5,360,5,360,3,002063,Oficial,2014,17,,,"748,54",2015-2S,2015-2S,1,1,2,2552,3457
474782,5,172,5,360,2,001313,No oficial,2016,37,44,,"687,97",2017-2S,2017-2S,1,1,2,3534,588
541815,5,615,5,360,4,002378,Oficial,2018,26,,,"719,5",2019-1S,2019-1S,1,1,2,3534,143
543409,5,360,5,360,3,116970,Oficial,2018,20,,,,2022-2S,2022-2S,9,1,1,3534,1274
560305,5,360,5,360,3,001792,No oficial,2025,100,,,"674,5",2020-1S,2020-1S,1,1,2,3534,354
554913,5,360,5,360,3,126425,Oficial,2017,44,,,"578,57",2019-2S,2019-2S,1,1,4,3534,269
593953,5,360,5,360,3,114355,No oficial,2021,51,,,"640,81",2022-1S,2022-1S,1,1,2,3534,1099
594097,5,360,5,360,3,000836,No oficial,2021,59,,,"662,2",2022-1S,2022-1S,1,1,2,3534,1072
576555,5,360,5,360,No Informa,001909,Oficial,2020,95,,,"629,38",2021-1S,2021-1S,1,1,4,3534,881
576638,5,360,5,360,No Informa,009837,Oficial,2007,95,,,"633,09",2021-1S,2021-1S,1,1,4,3534,893
576289,5,190,5,360,2,001610,Oficial,2020,12,,,"646,58",2021-1S,2021-1S,1,1,2,3534,850
599209,5,360,5,360,3,000984,Oficial,2021,,,,"586,572",2022-2S,2022-2S,1,1,4,3534,1180
602613,5,360,5,360,2,095885,Oficial,2021,51,,,"592,994",2022-2S,2022-2S,1,1,4,3534,1256
619217,5,154,5,360,3,001602,Oficial,2023,16,,,"742,027",2024-1S,2024-1S,1,1,2,3534,1522
630029,20,175,5,360,1,061770,Oficial,2023,1,,,"492,319",2024-2S,2024-2S,1,21,4,3534,1629
640817,5,360,5,360,3,107755,Oficial,2024,,,,"666,678",2025-2S,2025-2S,1,24,2,3534,1861
640848,5,360,5,360,2,002048,No oficial,2024,,,,"661,555",2025-2S,2025-2S,1,1,2,3534,1863
640860,5,360,5,360,2,002006,No oficial,2024,,,,"587,193",2025-2S,2025-2S,1,1,2,3534,1864
641238,5,360,5,360,2,143545,Oficial,2022,,,,"572,218",2025-2S,2025-2S,1,1,2,3534,1895
454859,5,361,5,361,3,085886,No oficial,2010,21,,,"581,13",2020-2S,2020-2S,1,1,2,3534,492
626443,5,376,5,376,3,089920,Oficial,2019,45,,13,"622,231",2024-1S,2024-1S,1,36,4,2540,4474
626501,5,376,5,376,3,089920,Oficial,2023,75,,,"749,856",2024-1S,2024-1S,1,36,4,2540,4496
627706,5,1,5,376,2,002899,Oficial,2009,9,,,"563,622",2024-2S,2024-2S,1,36,4,2540,4542
638275,5,376,5,376,2,002170,Oficial,2021,,,,"411,907",2024-2S,2024-2S,1,36,2,2540,4866
640788,5,376,5,376,4,002154,No oficial,2024,,,,"699,068",2025-2S,2025-2S,1,1,2,3534,1859
465267,5,1,5,380,2,000786,Oficial,2009,18,1,,"626,64",2018-2S,2018-2S,1,1,2,3534,706
600077,5,380,5,380,1,101774,Oficial,2013,,,,"621,884",2022-2S,2022-2S,1,1,2,3534,1204
637186,5,380,5,380,4,096008,No oficial,2024,,,,"650,047",2025-2S,2025-2S,1,1,2,3534,1915
629085,5,400,5,400,2,024638,Oficial,2023,21,,,"512,425",2024-2S,2024-2S,1,36,4,2540,4647
638274,5,400,5,400,3,086090,No oficial,2023,12,,,"412,64",2024-2S,2024-2S,1,36,4,2540,4865
638277,5,400,5,400,3,024638,Oficial,2022,12,,,"413,498",2024-2S,2024-2S,1,36,4,2540,4868
630340,5,400,5,400,2,108217,Oficial,2023,10,,,"627,724",2024-2S,2024-2S,1,24,2,3534,1661
467318,5,440,5,440,4,131714,No oficial,2010,55,,,"654,21",2015-2S,2015-2S,1,1,2,3534,693
453986,5,440,5,440,3,002295,Oficial,2013,11,,,"650,31",2014-1S,2014-1S,1,1,4,3534,678
473557,5,440,5,440,3,049189,No oficial,2017,37,47,,,2018-1S,2019-1S,3,5,2,3534,590
465058,5,440,5,440,3,002378,Oficial,2009,12,,,"582,89",2015-2S,2015-2S,1,1,4,3534,716
586154,5,440,5,440,2,027862,Oficial,2017,7,,,"575,83",2021-2S,2022-1S,1,1,2,3534,1025
595150,5,440,5,440,1,002279,Oficial,2020,9,,,,2022-1S,2024-2S,3,1,2,3534,1802
615318,5,440,5,440,2,002295,Oficial,2021,7,,,"672,739",2024-1S,2024-1S,1,36,4,2540,4480
638271,5,440,5,440,3,743401,Oficial,2022,45,,,"442,409",2024-2S,2024-2S,1,36,4,2540,4862
638272,5,440,5,440,3,002279,Oficial,2023,,,,"417,573",2024-2S,2024-2S,1,36,2,2540,4863
638280,5,541,5,541,1,001875,Oficial,2017,5,,,"412,292",2024-2S,2024-2S,1,36,4,2540,4871
632085,5,579,5,579,2,082594,Oficial,2022,22,,,"590,131",2024-2S,2024-2S,1,36,4,2540,4748
628222,5,579,5,579,3,082594,Oficial,2022,,,,"548,865",2024-2S,2024-2S,1,36,4,2540,4590
371792,5,615,5,615,No Informa,002360,No oficial,2013,,,,"777,35",2014-1S,2014-1S,1,1,2,2552,3036
541760,5,615,5,615,3,002378,Oficial,2018,15,,,"763,93",2019-1S,2019-1S,1,24,2,3534,136
601960,5,615,5,615,2,053439,Oficial,2021,,,,"606,709",2022-2S,2022-2S,1,1,4,3534,1239
619092,5,615,5,615,3,002378,Oficial,2023,23,,,"684,349",2024-1S,2024-1S,1,1,4,3534,1511
627823,5,615,5,615,3,024646,Oficial,2019,,,,"456,029",2024-2S,2024-2S,1,36,2,2540,4556
626509,5,615,5,615,2,002378,Oficial,2023,10,,,"709,167",2024-1S,2024-1S,1,36,4,2540,4501
643839,5,615,5,615,4,002378,Oficial,2024,,,,"761,867",2025-2S,2025-2S,1,1,2,2552,6246
455924,5,631,5,631,3,002204,No oficial,2013,47,,,"618,09",2014-2S,2014-2S,1,1,5,3534,702
461436,5,631,5,631,2,031617,No oficial,2014,41,60,,,2021-2S,2021-2S,9,1,1,3534,957
440648,5,631,5,631,3,001818,No oficial,2010,55,,,"676,18",2018-2S,2018-2S,1,1,2,3534,703
536242,44,35,5,631,3,050724,No oficial,2018,63,65,,"617,81",2018-2S,2018-2S,1,4,4,3534,575
560439,66,1,5,631,3,013557,Oficial,2019,20,,,"674,51",2020-1S,2020-1S,1,1,2,3534,371
584758,5,237,5,631,3,001735,Oficial,2020,13,,,"602,94",2021-2S,2021-2S,1,1,2,3534,987
585958,11,1,5,631,3,085589,No oficial,2020,34,,,"556,16",2021-2S,2021-2S,1,1,4,3534,1020
594462,5,631,5,631,3,101774,Oficial,2021,40,,,,2025-1S,2025-1S,9,1,1,3534,1828
601615,5,1,5,631,4,001115,No oficial,2021,79,,,"588,06",2022-2S,2022-2S,1,1,4,3534,1232
601561,5,631,5,631,1,101774,Oficial,2021,,,,"577,135",2022-2S,2022-2S,1,1,4,3534,1229
619586,5,631,5,631,4,001073,No oficial,2023,60,,,"693,145",2024-1S,2024-1S,1,1,4,3534,1541
614931,5,631,5,631,4,158543,No oficial,2022,69,,,"701,996",2023-2S,2023-2S,1,1,2,3534,1445
614992,5,631,5,631,4,001826,No oficial,2022,72,,,"625,589",2023-2S,2023-2S,1,1,4,3534,1451
637409,5,631,5,631,3,036574,No oficial,2024,,,,"689,945",2025-1S,2025-1S,1,1,2,3534,1776
641023,5,631,5,631,3,066498,No oficial,2024,,,,"621,102",2025-2S,2025-2S,1,1,2,3534,1877
641139,5,631,5,631,2,001909,Oficial,2022,,,,"691,983",2025-2S,2025-2S,1,1,2,3534,1890
548079,5,665,5,665,2,142653,Oficial,2015,10,,,"485,48",2016-2S,2016-2S,1,21,4,3534,795
641225,5,665,5,665,1,142653,Oficial,2022,,,,"613,779",2025-2S,2025-2S,1,1,2,3534,1894
626455,5,674,5,674,No Informa,089987,Oficial,2021,80,,,"700,922",2024-1S,2024-1S,1,36,4,2540,4478
537361,5,679,5,679,2,113779,Oficial,2015,7,,,"445,45",2019-1S,2019-1S,1,28,5,3534,187
537368,5,679,5,679,3,024679,Oficial,1993,13,,,"514,92",2019-1S,2019-1S,1,28,5,3534,188
597873,5,679,5,679,2,208108,Oficial,2021,,,,"583,234",2022-2S,2022-2S,1,1,4,3534,1148
585148,5,686,5,686,2,002634,Oficial,2020,41,,,"583,37",2021-2S,2021-2S,1,1,4,3534,993
473278,5,697,5,697,1,024653,Oficial,2016,8,,,"617,22",2017-2S,2017-2S,1,1,4,3534,710
478492,5,697,5,697,2,002675,Oficial,2017,14,,,"701,435",2023-1S,2023-1S,1,1,2,3534,1369
626446,5,697,5,697,3,002675,Oficial,2021,19,,,"703,128",2024-1S,2024-1S,1,36,4,2540,4475
638273,5,697,5,697,2,024653,Oficial,2022,13,,,"429,549",2024-2S,2024-2S,1,36,4,2540,4864
640717,5,697,5,697,2,117333,Oficial,2024,,,,"632,085",2025-2S,2025-2S,1,1,2,3534,1850
626415,5,1,5,847,3,002832,Oficial,2009,19,,,"626,086",2024-1S,2024-1S,1,36,4,2540,4464
606565,5,887,5,887,3,002899,Oficial,2022,16,,,"750,291",2023-1S,2023-1S,1,1,2,3534,1359
388822,8,1,8,1,4,003129,No oficial,2014,39,,,"780,11",2015-1S,2015-1S,1,5,2,2552,3337
396304,8,1,8,1,No Informa,003665,No oficial,2013,80,,,"778,83",2014-1S,2014-1S,1,1,2,2552,3003
517069,8,1,8,1,No Informa,090290,No oficial,2014,,,,"534,49",2015-1S,2015-1S,1,20,4,2540,2137
402084,8,1,8,1,1,003665,No oficial,2013,6,,,"759,12",2016-1S,2016-1S,1,1,12,2552,3542
391743,8,1,8,1,2,003608,Oficial,2013,6,,,,2016-2S,2016-2S,9,1,2,2552,3779
405440,8,1,8,1,3,003608,Oficial,2019,12,,,"778,37",2014-1S,2014-1S,1,1,2,2552,3050
421500,8,1,8,1,No Informa,999993,No oficial,2017,,,,"638,23",2018-1S,2018-1S,1,1,2,2540,2875
418244,8,1,8,1,No Informa,999993,No oficial,2016,,,,"649,89",2017-2S,2017-2S,1,1,2,2540,2624
407161,8,1,8,1,No Informa,003103,No oficial,2016,,,,"661,27",2017-1S,2017-1S,1,1,11,2540,2547
559869,8,1,8,1,2,003665,No oficial,2019,21,,,"779,79",2020-1S,2020-1S,1,1,2,2552,4757
576745,8,1,8,1,No Informa,003194,No oficial,2020,100,,,"812,39",2021-1S,2021-1S,1,1,2,3534,910
614013,8,1,8,1,1,120394,No oficial,2015,,,,"624,115",2023-2S,2023-2S,1,1,2,2540,4149
621622,8,433,8,433,2,596825,No oficial,2019,10,,,"801,553",2024-1S,2024-1S,1,1,2,2552,5787
644034,8,758,8,758,2,141333,Oficial,2024,,,,"617,901",2025-2S,2025-2S,1,1,2,2540,4967
305500,11,1,11,1,4,037333,No oficial,1995,30,,,"735,159",2024-2S,2024-2S,1,1,2,2552,5917
