CODIGO_INTERNO,COD_DEPTO_PROCEDENCIA,COD_MUN_PROCEDENCIA,COD_DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,ESTRATO,COD_COLEGIO,MODACADEMICA,ANO_TERMINACION_COLEGIO,PBM_CALCULADO,PBM_COLEGIO,PBM_ASIGNADO,PUNTAJE_ADMISION,CONVOCATORIA,APERTURA,COD_ACCESO,COD_SUBACCESO,NODO_INICIO,COD_PLAN,HIST_ACADEMICA
410613,11,1,,,3,024034,No oficial,2015,44,55,,"782,776",2023-2S,2023-2S,1,1,2,2552,5681
411130,11,1,,,4,056333,No oficial,2016,67,,,"627,84",2017-2S,2017-2S,1,1,12,2540,2655
416744,41,132,,,2,009969,Oficial,2016,10,,,"635,88",2018-1S,2018-1S,1,1,12,2540,2833
416745,25,754,,,2,999993,No oficial,2017,12,,,"632,87",2018-1S,2018-1S,1,1,12,2540,2834
414824,85,1,,,3,133256,No oficial,2017,59,,,"645,95",2018-1S,2018-1S,1,1,2,2540,2835
413677,25,899,,,3,144337,No oficial,2015,32,44,,"746,24",2016-2S,2016-2S,1,1,2,2552,3762
421331,68,679,,,2,032359,Oficial,2017,8,,,"631,37",2018-1S,2018-1S,1,1,12,2540,2818
421331,68,679,,,2,032359,Oficial,2017,8,,,"800,21",2019-1S,2019-1S,1,1,2,2552,4388
411170,11,1,,,3,038794,No oficial,2012,48,,,"643,78",2017-2S,2017-2S,1,1,12,2540,2656
411170,11,1,,,3,038794,No oficial,2012,48,,,,2019-2S,2019-2S,9,1,1,2552,4636
418426,73,443,,,1,016436,Oficial,2015,14,,,"669,44",2016-1S,2016-1S,1,1,2,2540,2281
418429,81,1,,,1,087395,Oficial,2015,4,,,"646,16",2017-2S,2017-2S,1,18,4,2540,2667
415280,11,1,,,2,098376,No oficial,2017,11,,,"642,86",2018-1S,2018-1S,1,1,12,2540,2842
422039,15,380,,,2,033142,Oficial,2017,38,,,"647,63",2018-1S,2018-1S,1,1,12,2540,2819
422474,41,1,,,2,092023,No oficial,2017,43,47,,"633,32",2018-1S,2018-1S,1,1,12,2540,2824
415603,11,1,,,1,084533,Oficial,2011,3,,,,2018-1S,2018-1S,1,1,11,2540,2786
415611,73,504,,,2,016113,Oficial,2014,10,,,"570,88",2015-2S,2015-2S,1,3,12,2540,2235
421914,11,1,,,3,106989,No oficial,2017,48,,,"643,15",2018-1S,2018-1S,1,1,2,2540,2843
421914,11,1,,,3,106989,No oficial,2017,48,,,,2022-1S,2022-1S,9,1,1,2552,5301
421819,11,1,,,3,022020,No oficial,2017,62,64,,"639,61",2018-1S,2018-1S,1,1,2,2540,2846
415613,52,317,,,2,011593,Oficial,2016,8,,,"659,35",2018-1S,2018-1S,1,1,2,2540,2825
415506,11,1,,,3,052126,No oficial,2017,41,,,"803,17",2019-1S,2019-1S,1,1,2,2552,4423
415015,23,686,,,2,145532,Oficial,2017,18,,,"586,6",2018-1S,2018-1S,1,21,12,2540,2901
415028,13,52,,,2,113548,No oficial,2017,30,,,"562,07",2018-1S,2018-1S,1,4,12,2540,2902
418065,11,1,,,3,046649,No oficial,2017,77,,,"783,41",2018-1S,2018-1S,1,1,2,2552,4099
418066,41,1,,,2,054783,No oficial,2017,56,68,,"824,53",2019-1S,2019-1S,1,1,2,2552,4396
418067,41,1,,,2,147173,No oficial,2017,32,35,,"805,52",2018-1S,2018-1S,1,1,2,2552,4100
422250,11,1,,,4,023994,Oficial,2010,27,,,"632,98",2018-1S,2018-1S,1,1,2,2540,2849
422254,11,1,,,2,043059,No oficial,2017,44,46,,"631,44",2018-1S,2018-1S,1,1,2,2540,2851
415754,25,740,,,2,030312,Oficial,2016,8,,,"634,08",2018-1S,2018-1S,1,1,12,2540,2829
418006,41,1,,,2,999993,No oficial,2017,53,,,"679,77",2018-1S,2018-1S,1,1,2,2540,2728
417520,17,380,,,No Estratificado,021600,No oficial,2016,29,19,,"706,19",2018-2S,2018-2S,1,1,2,2540,3025
417526,25,307,,,2,113134,Oficial,2013,5,,,"751,38",2017-2S,2017-2S,1,1,2,2552,4019
417943,11,1,,,4,019364,No oficial,2017,62,93,,"750,78",2017-2S,2017-2S,1,5,2,2552,4021
417947,41,1,,,3,127621,No oficial,2016,33,37,,"753,04",2017-2S,2017-2S,1,1,2,2552,4018
417822,11,1,,,3,025338,No oficial,2016,63,,,"789,16",2017-2S,2017-2S,1,1,2,2552,4022
415369,52,835,,,1,999993,No oficial,2017,23,25,,"462,88",2018-1S,2018-1S,1,23,4,2540,2904
415258,52,473,,,1,055830,Oficial,2017,25,,,"476,83",2018-1S,2018-1S,1,23,4,2540,2905
415818,52,835,,,2,999993,No oficial,2016,17,,,"472,99",2018-1S,2018-1S,1,23,4,2540,2906
421300,76,1,,,3,095315,Oficial,2016,28,,,"799,79",2018-1S,2018-1S,1,1,2,2552,4164
421756,11,1,,,3,022103,No oficial,2017,24,,,"861,3",2018-1S,2018-1S,1,1,2,2552,4167
412145,11,1,,,2,090860,Oficial,2012,9,,,"626,79",2017-2S,2017-2S,1,1,2,2540,2658
423345,15,1,,,1,004846,Oficial,2015,6,,,"653,53",2018-1S,2018-1S,1,1,2,2540,2853
423350,11,1,,,4,046789,No oficial,2014,65,,,"633,38",2018-1S,2018-1S,1,1,11,2540,2854
423354,11,1,,,4,033043,No oficial,2016,31,,,"639,88",2018-1S,2018-1S,1,1,12,2540,2855
423233,11,1,,,2,122234,Oficial,2016,18,,,"647,39",2018-1S,2018-1S,1,1,12,2540,2856
423235,11,1,,,1,092825,Oficial,2015,4,,,"631,59",2018-1S,2018-1S,1,1,2,2540,2857
423242,11,1,,,2,021469,No oficial,2014,51,60,,"636,77",2018-1S,2018-1S,1,1,2,2540,2858
412565,11,1,,,3,027565,Oficial,2015,18,,,"781,91",2020-1S,2020-1S,1,1,2,2552,4754
416573,8,758,,,2,003665,No oficial,2015,13,,,,2017-2S,2017-2S,9,5,1,2552,4208
399503,11,1,,,3,021923,No oficial,2017,52,,,"714,24",2018-1S,2018-1S,1,1,2,2540,2704
416038,11,1,,,3,140541,No oficial,2017,63,,,"815,12",2018-1S,2018-1S,1,1,2,2552,4059
418647,11,1,,,2,143586,No oficial,2016,22,,,"640,73",2017-2S,2017-2S,1,1,11,2540,2682
417630,11,1,,,2,105056,Oficial,2016,10,,,"637,85",2017-2S,2017-2S,1,1,12,2540,2635
417495,11,1,,,2,999993,No oficial,2016,26,,,"648,76",2017-1S,2017-1S,1,1,12,2540,2562
417955,76,248,,,2,043356,No oficial,2017,17,,,"453,06",2017-2S,2018-1S,1,21,11,2540,2698
406813,11,1,,,3,025197,No oficial,2014,59,,,"730,04",2015-2S,2015-2S,1,1,2,2552,3479
405595,11,1,,,2,066894,No oficial,2014,33,36,,,2015-2S,2017-1S,3,1,2,2540,2578
418322,15,1,,,3,004754,Oficial,2016,25,,,"689,4",2017-2S,2017-2S,1,3,12,2552,4050
419139,85,1,,,2,082735,Oficial,2015,7,,,"532,27",2016-2S,2016-2S,1,18,4,2540,2454
417293,52,838,,,2,011973,Oficial,2015,6,,,"774,51",2016-2S,2016-2S,1,1,2,2552,3757
411651,11,1,,,5,111658,No oficial,2017,63,76,,"653,18",2017-2S,2017-2S,1,1,2,2540,2588
411652,11,1,,,2,046664,Oficial,2016,19,,,"665,14",2017-2S,2017-2S,1,1,2,2540,2589
411657,25,175,,,2,116277,Oficial,2016,29,,,"674,41",2017-2S,2017-2S,1,1,2,2540,2590
411658,11,1,,,3,125724,No oficial,2016,29,,,"658,72",2017-2S,2017-2S,1,1,2,2540,2591
399551,25,269,,,2,097089,No oficial,2015,28,,,,2022-1S,2022-1S,9,1,1,2552,5289
398859,11,1,,,4,098640,No oficial,2016,85,,,"875,21",2017-1S,2017-1S,1,5,2,2552,3881
398860,11,1,,,4,019810,No oficial,2016,77,,,"757,37",2017-1S,2017-1S,1,5,2,2552,3888
400094,11,1,,,2,080051,No oficial,2015,11,,,,2022-2S,2022-2S,9,1,1,2552,5581
416048,11,1,,,2,021691,No oficial,2017,51,,,"693,31",2018-1S,2018-1S,1,1,2,2540,2708
410691,68,276,,,3,077842,Oficial,2016,13,,,"805,42",2019-1S,2019-1S,1,1,2,2552,4473
418374,25,473,,,2,008987,No oficial,2016,32,44,,"731,79",2020-2S,2020-2S,1,1,2,2552,4828
418395,86,1,,,2,034579,Oficial,2016,16,,,"577,82",2017-2S,2017-2S,1,19,4,2540,2690
417107,11,1,,,4,023846,No oficial,2016,72,,,"636,71",2017-2S,2017-2S,1,1,4,2540,2687
411786,11,1,,,4,023101,No oficial,2016,84,,,"626,75",2017-2S,2017-2S,1,1,12,2540,2638
411786,11,1,,,4,023101,No oficial,2016,84,,,,2021-1S,2021-1S,9,1,1,2552,5065
407570,11,1,,,4,046789,No oficial,2017,51,,,"878,76",2020-1S,2020-1S,1,1,2,2552,4645
406698,11,1,,,3,032920,No oficial,2017,48,,,"658,18",2018-1S,2018-1S,1,1,12,2540,2702
410877,11,1,,,3,024760,Oficial,2012,15,,,"639,95",2017-2S,2017-2S,1,1,12,2540,2662
418249,25,175,,,4,056374,No oficial,2016,51,,,"642,41",2017-2S,2017-2S,1,1,3,2540,2625
419255,11,1,,,3,034967,No oficial,2016,42,,,"630,77",2017-2S,2017-2S,1,1,2,2540,2626
419259,11,1,,,3,072702,No oficial,2016,55,,,"648,73",2017-2S,2017-2S,1,1,2,2540,2627
419259,11,1,,,3,072702,No oficial,2016,55,,,,2020-1S,2020-1S,9,1,1,2552,4777
418100,11,1,,,4,113860,No oficial,2014,65,,,"811,87",2015-2S,2015-2S,1,1,2,2552,3480
418816,11,1,,,3,023671,No oficial,2016,22,,,"639,317",2023-1S,2023-1S,1,1,12,2540,4075
410638,88,1,,,3,032631,No oficial,2014,38,43,,"457,71",2017-2S,2017-2S,1,20,4,2540,2699
417364,5,1,,,2,008110,No oficial,2016,32,37,,"712,48",2020-2S,2020-2S,1,1,11,2552,4836
411752,52,435,,,1,130427,Oficial,2014,6,,,"592,02",2017-2S,2017-2S,1,3,4,2540,2691
411827,52,227,,,1,011569,Oficial,2015,3,,,"582,3",2017-2S,2017-2S,1,3,2,2540,2692
417286,11,1,,,3,021923,No oficial,2015,42,,,"712,13",2020-1S,2020-1S,1,1,2,2540,3449
417286,11,1,,,3,021923,No oficial,2015,42,,,,2022-2S,2022-2S,9,1,1,2552,5576
412212,11,1,,,3,019752,No oficial,2016,52,54,47,"646,28",2017-2S,2017-2S,1,1,12,2540,2645
412213,11,1,,,3,115956,Oficial,2016,19,,,"639,29",2017-2S,2017-2S,1,1,2,2540,2646
415409,11,1,,,2,999993,No oficial,2017,41,,,"787,28",2018-1S,2018-1S,1,1,2,2552,4073
415518,11,1,,,1,102699,Oficial,2016,4,,,"661,84",2018-1S,2018-1S,1,1,12,2540,2716
417657,11,1,,,3,019893,No oficial,2017,49,,,,2023-2S,2023-2S,9,1,1,2552,5735
414851,8,1,,,3,003194,No oficial,2017,42,48,,"801,13",2018-1S,2018-1S,1,1,2,2552,4085
414790,15,507,,,2,054601,Oficial,2015,10,,,"652,21",2018-1S,2018-1S,1,1,11,2540,2757
416215,11,1,,,3,061614,No oficial,2016,67,,,"852,53",2018-1S,2018-1S,1,1,2,2552,4175
416162,11,1,,,3,005108,No oficial,1998,100,,,"785,78",2018-1S,2018-1S,1,1,2,2552,4177
416221,54,874,,,4,012047,No oficial,2016,63,,,"794,82",2018-1S,2018-1S,1,1,2,2552,4178
421589,11,1,,,3,023952,Oficial,2015,19,,,"644,32",2018-1S,2018-2S,1,24,2,2540,2790
421594,11,1,,,3,025064,No oficial,2017,47,,,"642,43",2018-1S,2018-1S,1,1,12,2540,2791
421601,68,679,,,2,068882,No oficial,2017,41,47,,"644,41",2018-1S,2018-1S,1,1,2,2540,2792
422165,11,1,,,3,021436,No oficial,2017,37,,,,2023-2S,2023-2S,9,1,1,2552,5723
415317,15,516,,,2,999993,No oficial,2017,13,,,"792,2",2018-1S,2018-1S,1,1,2,2552,4115
415775,11,1,,,3,039487,Oficial,2017,56,,,"799,11",2018-1S,2018-1S,1,1,2,2552,4116
415780,11,1,,,2,066795,No oficial,2017,43,,,"683,23",2018-1S,2018-1S,1,1,2,2540,2743
415780,11,1,,,2,066795,No oficial,2017,43,,,"841,17",2020-1S,2020-1S,1,1,2,2552,4739
417546,15,759,,,2,064204,Oficial,2017,15,,,"791,57",2018-1S,2018-1S,1,1,2,2552,4122
414973,11,1,,,4,999993,No oficial,2016,87,,,"650,32",2018-1S,2018-1S,1,1,2,2540,2709
417775,11,1,,,3,133165,No oficial,2017,73,,,"800,73",2018-1S,2018-1S,1,1,2,2552,4065
417776,11,1,,,2,052233,No oficial,2017,38,,,"655,28",2018-1S,2018-1S,1,1,2,2540,2711
417777,25,754,,,2,009209,No oficial,2017,40,,,"772,4",2018-1S,2018-1S,1,1,2,2552,4066
419221,11,1,,,3,039677,No oficial,2017,63,,,"788,61",2018-1S,2018-1S,1,1,2,2552,4067
421740,76,126,,,2,018358,Oficial,2017,41,,,"706,37",2018-1S,2018-1S,1,1,11,2540,2750
416263,11,1,,,2,023259,No oficial,2017,28,,,"743,59",2018-1S,2018-1S,1,1,2,2540,2713
416263,11,1,,,2,023259,No oficial,2017,28,,,"743,59",2020-2S,2020-2S,1,1,2,2552,4814
417578,11,1,,,3,027532,Oficial,2017,50,,,"655,48",2018-1S,2018-1S,1,1,12,2540,2717
417590,11,1,,,4,085647,Oficial,2017,70,,,"768,83",2018-1S,2018-1S,1,1,2,2552,4081
414996,11,1,,,3,061721,No oficial,2017,56,,,"654,78",2018-1S,2018-1S,1,1,12,2540,2710
415854,11,1,,,2,999993,No oficial,2017,37,,,"723,72",2018-1S,2018-1S,1,1,12,2540,2722
415856,15,1,,,3,096578,No oficial,2017,39,,,"918,29",2018-1S,2018-1S,1,1,2,2552,4087
415563,11,1,,,3,046789,No oficial,2017,48,,,"673,75",2018-1S,2018-1S,1,1,2,2540,2751
415573,15,176,,,3,005009,No oficial,2017,32,,,"926,82",2018-1S,2018-1S,1,1,2,2552,4133
415576,11,1,,,4,021469,No oficial,2017,40,,,,2021-1S,2021-1S,9,1,1,2552,5060
415582,11,1,,,2,124354,No oficial,2017,11,,,,2018-1S,2020-1S,7,1,2,5948,1838
422061,11,1,,,2,056085,No oficial,2015,47,,,"659,66",2018-1S,2018-1S,1,1,2,2540,2763
422072,11,1,,,2,021840,No oficial,2014,31,,,,2018-1S,2022-2S,3,1,2,2540,3958
422079,11,1,,,3,098681,No oficial,2016,53,,,"690,72",2018-1S,2018-1S,1,3,2,2552,4145
422587,11,1,,,1,024000,Oficial,2009,3,,,"776,95",2018-1S,2018-1S,1,1,2,2552,4146
422588,11,1,,,2,063016,No oficial,2009,29,31,,"723,61",2020-2S,2020-2S,1,1,11,2552,4907
422507,41,1,,,2,109009,Oficial,2013,8,,,"663,1",2018-1S,2018-1S,1,1,2,2540,2770
422508,41,20,,,1,084855,No oficial,2014,8,,,"660,17",2018-1S,2018-1S,1,1,2,2540,2771
422510,41,1,,,2,009720,No oficial,2015,32,42,,"857,04",2018-1S,2018-1S,1,1,2,2552,4153
422971,52,1,,,2,011486,Oficial,2014,6,,,"769,94",2018-1S,2018-1S,1,1,2,2552,4156
415454,11,1,,,3,023598,Oficial,2017,24,,,"652,09",2018-1S,2018-1S,1,1,2,2540,2777
421976,70,1,,,2,999993,No oficial,2017,49,,,"762,72",2018-1S,2018-1S,1,1,2,2552,4169
415672,11,1,,,2,098731,No oficial,2017,33,,,"726,38",2018-1S,2018-1S,1,1,2,2540,2779
422348,11,1,,,3,021857,No oficial,2016,73,,,"706,92",2020-2S,2020-2S,1,1,2,2552,4873
415375,86,568,,,2,029405,Oficial,2017,14,,,"660,13",2018-1S,2018-1S,1,23,4,2540,2735
416057,85,162,,,2,029157,Oficial,2017,37,,,"801,54",2018-1S,2018-1S,1,1,2,2552,4109
416058,85,1,,,4,999993,No oficial,2017,59,69,,"893,63",2018-1S,2018-1S,1,1,2,2552,4110
416784,11,1,,,3,021758,No oficial,2017,46,,,,2022-1S,2022-1S,9,1,1,2552,5290
416848,85,1,,,3,133256,No oficial,2017,59,,,"804,41",2018-1S,2018-1S,1,5,2,2552,4117
416851,11,1,,,2,021923,No oficial,2017,51,,,"676,28",2018-1S,2018-1S,1,1,2,2540,2744
418594,54,498,,,1,012468,Oficial,2017,4,,,"776,21",2018-1S,2018-1S,1,1,2,2552,4124
415053,11,1,,,2,098343,Oficial,2017,12,,,,2021-1S,2021-1S,9,1,1,2552,5061
418038,11,1,,,3,136648,No oficial,2017,47,,,,2018-1S,2019-1S,3,1,2,2552,4484
419237,11,1,,,4,020610,No oficial,2017,80,,,"747,16",2019-2S,2019-2S,1,1,2,2552,4515
419137,5,88,,,3,059238,No oficial,2017,52,,,"760,54",2018-1S,2018-1S,1,1,2,2552,4068
416428,11,1,,,4,032805,No oficial,2017,82,,,"785,99",2018-1S,2018-2S,1,1,2,2552,4069
415597,11,1,,,3,020610,No oficial,2017,43,49,,"730,06",2018-1S,2018-1S,1,1,12,2540,2752
422353,11,1,,,2,087890,Oficial,2015,25,,,"781,69",2018-1S,2018-1S,1,1,2,2552,4138
418858,11,1,,,3,019794,No oficial,2017,58,59,,"841,66",2018-1S,2018-1S,1,1,2,2552,4082
419196,25,899,,,2,125807,Oficial,2017,37,,,"663,1",2018-1S,2018-1S,1,1,2,2540,2718
416272,15,176,,,2,064147,Oficial,2016,7,,,"776,57",2018-1S,2018-1S,1,1,2,2552,4089
416347,11,1,,,4,124354,No oficial,2017,27,,,"813,23",2018-1S,2018-1S,1,1,2,2552,4090
416231,11,1,,,1,139113,Oficial,2016,7,,,"760,68",2018-1S,2018-1S,1,1,2,2552,4092
416234,15,646,,,2,004762,No oficial,2017,37,40,,"795,53",2018-1S,2018-1S,1,1,2,2552,4093
416757,19,1,,,2,100388,No oficial,2016,24,,,"692,1",2018-1S,2018-1S,1,3,2,2552,4095
415715,44,78,,,2,054817,No oficial,2016,35,39,,"762,28",2018-1S,2018-1S,1,1,2,2552,4134
422374,11,1,,,4,098640,No oficial,2016,87,,,"775,78",2018-1S,2018-1S,1,1,2,2552,4139
422375,11,1,,,3,021436,No oficial,2016,49,,,"678,77",2018-1S,2018-1S,1,1,2,2540,2760
423044,85,440,,,1,099317,Oficial,2014,3,,,"657,12",2018-1S,2018-1S,1,24,2,2540,2766
422859,68,276,,,1,014324,Oficial,2011,3,,,"779,91",2018-1S,2018-1S,1,1,2,2552,4158
422862,11,1,,,3,152769,No oficial,2014,43,,,"809,12",2018-1S,2018-1S,1,1,2,2552,4159
422864,68,432,,,4,014886,Oficial,2014,33,,,"829,09",2018-1S,2018-1S,1,1,2,2552,4160
422868,68,1,,,4,134312,Oficial,2017,45,,,"853,5",2018-1S,2018-1S,1,5,2,2552,4161
421373,85,410,,,1,038257,Oficial,2015,5,,,"701,59",2018-1S,2018-1S,1,1,2,2540,2774
421373,85,410,,,1,038257,Oficial,2015,5,,,"778,19",2019-2S,2019-2S,1,1,2,2552,4616
414913,11,1,,,4,080127,No oficial,2017,83,,,"793,78",2018-1S,2018-1S,1,1,2,2552,4170
423453,11,1,,,2,019794,No oficial,2017,52,59,,"627,5",2018-1S,2018-1S,1,1,2,2540,2810
423457,11,1,,,1,113084,No oficial,2017,39,,,"629,8",2018-1S,2018-1S,1,1,12,2540,2811
423457,11,1,,,1,113084,No oficial,2017,39,,,"780,63",2019-1S,2019-1S,1,1,2,2552,4380
421860,25,745,,,3,064147,Oficial,2016,18,,,"790,57",2018-1S,2018-1S,1,1,2,2552,4188
419117,52,320,,,1,011601,Oficial,2017,15,,,"664,99",2018-1S,2018-1S,1,4,2,2552,4101
416435,50,1,,,5,057992,No oficial,2017,74,,,"770,91",2018-1S,2018-1S,1,1,2,2552,4111
416439,86,1,,,2,019307,Oficial,2016,7,,,"725,81",2018-1S,2018-1S,1,1,11,2540,2736
416446,17,873,,,4,108183,No oficial,2017,54,,,"780,16",2018-1S,2018-1S,1,1,2,2552,4112
416452,11,1,,,3,066894,No oficial,2017,50,,,"664,8",2018-1S,2018-1S,1,1,2,2540,2738
416825,15,759,,,2,060020,No oficial,2016,28,,,"665,51",2018-1S,2018-1S,1,1,12,2540,2740
416360,11,1,,,3,056143,No oficial,2016,42,,,"669,87",2018-1S,2018-1S,1,1,2,2540,2712
416363,25,286,,,3,048892,No oficial,2017,19,,,"767,42",2018-1S,2018-1S,1,1,2,2552,4070
417057,15,238,,,2,005090,No oficial,2017,34,,,"659,97",2018-1S,2018-1S,1,1,11,2540,2745
417060,15,759,,,2,025593,Oficial,2017,39,,,"663,94",2018-1S,2018-1S,1,1,2,2540,2746
417063,68,77,,,3,127100,No oficial,2017,20,,,"776,5",2018-1S,2018-1S,1,1,2,2552,4118
419323,11,1,,,2,067108,Oficial,2016,13,,,"787,38",2018-1S,2018-1S,1,1,2,2552,4125
419327,25,290,,,3,034769,Oficial,2017,10,,,"918,665",2023-1S,2023-1S,1,1,2,2552,5598
422932,11,1,,,2,063123,Oficial,2017,9,,,"663,97",2018-1S,2018-1S,1,1,12,2540,2748
417425,15,806,,,2,094086,No oficial,2017,33,,,"681,17",2018-1S,2018-1S,1,1,2,2540,2731
417429,68,1,,,4,014233,No oficial,2017,57,75,,"761,72",2018-1S,2018-1S,1,5,2,2552,4102
417052,15,778,,,2,037671,Oficial,2017,6,,,"793,38",2018-1S,2018-1S,1,1,2,2552,4074
416970,11,1,,,3,099002,No oficial,2017,60,,,"765,63",2018-1S,2018-1S,1,1,2,2552,4075
416972,91,1,,,2,025445,No oficial,2016,44,,,"689,45",2018-1S,2018-1S,1,1,12,2540,2715
416973,68,167,,,2,042838,Oficial,2017,8,,,"811,99",2018-1S,2018-1S,1,5,2,2552,4076
422709,11,1,,,3,072801,No oficial,2008,18,,,"804,997",2023-1S,2023-1S,1,1,2,2552,5531
417163,11,1,,,4,066845,No oficial,2017,87,,,"866,88",2018-1S,2018-1S,1,1,2,2552,4083
414901,20,32,,,2,049619,Oficial,2017,35,,,"781,99",2018-1S,2018-1S,1,4,2,2552,4097
422541,25,754,,,2,085688,No oficial,2017,19,,,"639,32",2018-1S,2018-1S,1,1,2,2540,2799
422544,11,1,,,2,020594,No oficial,2017,39,40,,"635,84",2018-1S,2018-1S,1,1,12,2540,2800
422544,11,1,,,2,020594,No oficial,2017,39,40,,"718,26",2020-2S,2020-2S,1,1,2,2552,4813
422719,11,1,,,3,124206,No oficial,2013,39,,,"669,02",2018-1S,2018-1S,1,1,2,2540,2761
423338,11,1,,,4,029231,No oficial,2017,75,,,"764,09",2018-1S,2018-1S,1,1,2,2552,4141
423340,11,1,,,2,085332,No oficial,2017,8,,,"677,938",2023-1S,2023-1S,1,1,2,2540,4006
423475,11,1,,,2,024216,No oficial,2015,100,,,"754,901",2024-2S,2024-2S,1,1,2,2552,5883
418054,25,126,,,2,112979,Oficial,2017,10,,,,2018-1S,2019-2S,3,1,2,2540,3379
422449,11,1,,,2,045252,No oficial,2017,20,,,"639,99",2018-1S,2018-1S,1,1,2,2540,2801
422453,25,377,,,2,137455,No oficial,2017,44,,,"628,75",2018-1S,2018-1S,1,1,2,2540,2803
422553,11,1,,,2,059469,No oficial,2017,39,,,"627,44",2018-1S,2018-1S,1,1,2,2540,2804
416835,17,1,,,2,006148,No oficial,2016,29,32,,"829,98",2018-1S,2018-1S,1,1,2,2552,4114
415263,25,175,,,2,022103,No oficial,2015,34,42,,"797,67",2018-1S,2018-1S,1,1,2,2552,4184
415267,11,1,,,2,064147,Oficial,2016,14,,,"879,66",2018-1S,2018-1S,1,1,2,2552,4186
422053,11,1,,,3,035097,No oficial,2017,42,,,"640,45",2018-1S,2018-1S,1,1,2,2540,2795
422127,25,754,,,1,098350,No oficial,2016,21,,,,2021-1S,2021-1S,9,1,1,2552,5062
422533,11,1,,,2,021584,No oficial,2016,12,,,"633,52",2018-1S,2018-1S,1,1,2,2540,2797
422534,11,1,,,3,025445,No oficial,2017,60,,,"639,23",2018-1S,2018-1S,1,1,12,2540,2798
415431,11,1,,,3,099002,No oficial,2017,51,,,"682,53",2018-1S,2018-1S,1,1,2,2540,2741
415034,11,1,,,3,039784,No oficial,2017,38,,,"817,9",2018-1S,2018-1S,1,1,2,2552,4119
417598,73,1,,,2,015693,No oficial,2017,8,,,"837,4",2018-1S,2018-1S,1,1,2,2552,4120
422965,11,1,,,3,085522,No oficial,2017,42,,,"673,7",2018-1S,2018-1S,1,1,2,2540,2749
421356,11,1,,,4,023895,No oficial,2017,78,,,"791,14",2018-1S,2018-1S,1,1,2,2552,4130
431546,5,88,,,2,001412,No oficial,1994,25,,,"583,54",2016-2S,2016-2S,1,1,4,3534,572
438626,5,318,,,1,090118,No oficial,2002,3,,,"620,81",2019-2S,2019-2S,1,1,4,3534,280
440700,5,1,,,2,015057,Oficial,2009,10,,,"705,149",2023-1S,2023-1S,1,1,2,3534,1342
441546,5,1,,,2,069427,Oficial,2002,8,,,"626,006",2024-2S,2024-2S,1,1,4,3534,1703
456333,52,683,,,1,011858,Oficial,2012,6,,,"739,19",2020-2S,2020-2S,1,1,2,2552,4860
471108,5,360,,,3,001776,No oficial,2015,65,,,"706,57",2016-1S,2016-1S,1,1,4,3534,713
469908,52,224,,,2,106583,Oficial,2013,8,,,"858,934",2022-2S,2022-2S,1,1,2,2552,5359
521781,5,1,,,3,123760,Oficial,2014,13,,,"609,1",2018-2S,2018-2S,1,1,4,3534,610
467522,5,88,,,3,001420,Oficial,2012,28,,,"736,79",2020-1S,2020-1S,1,1,2,3534,389
467680,5,45,,,3,099606,No oficial,2015,33,,,"628,51",2016-1S,2016-1S,1,1,4,3534,738
467585,5,1,,,1,028183,Oficial,2015,7,,,"624,91",2017-2S,2017-2S,1,1,4,3534,502
470800,5,1,,,3,000687,Oficial,2015,18,,,"622,58",2016-1S,2016-1S,1,1,4,3534,727
461378,5,1,,,3,113423,Oficial,2015,16,,,,2021-1S,2021-1S,9,1,1,3534,810
460447,5,1,,,2,019315,Oficial,2010,11,,,"754,23",2017-1S,2017-1S,1,1,2,3534,582
460130,5,1,,,3,035949,Oficial,2013,15,,,"606,67",2014-2S,2014-2S,1,1,4,3534,688
465609,5,697,,,2,002675,Oficial,2015,7,,,"660,97",2016-1S,2016-1S,1,1,2,3534,682
465425,5,1,,,4,090068,No oficial,2013,75,,,"653,69",2016-1S,2016-1S,1,1,4,3534,760
471000,94,1,,,2,016410,No oficial,2013,100,,,"805,48",2025-1S,2025-1S,1,1,2,2552,6051
466407,54,1,,,2,012047,No oficial,2014,33,46,,"674,9",2016-2S,2016-2S,1,1,2,3534,733
469357,5,1,,,2,082446,No oficial,2016,14,,,"808,6",2017-1S,2017-1S,1,1,2,3534,538
471780,5,266,,,2,037820,Oficial,2014,8,,,"611,97",2016-2S,2016-2S,1,1,4,3534,684
521388,5,88,,,3,120014,Oficial,2011,100,,,"640,24",2020-1S,2020-1S,1,1,4,3534,383
471679,5,390,,,1,059220,Oficial,2009,2,,,"617,25",2016-2S,2016-2S,1,1,4,3534,701
466855,5,1,,,3,000687,Oficial,2013,18,,,"650,26",2014-1S,2014-1S,1,1,4,3534,585
522105,5,88,,,3,053454,No oficial,2015,39,,,"581,48",2020-2S,2020-2S,1,1,4,3534,474
456208,5,1,,,3,000174,No oficial,2013,71,,,"666,86",2014-1S,2014-1S,1,1,4,3534,583
460958,5,88,,,2,001115,No oficial,2010,31,35,,"581,09",2014-2S,2014-2S,1,1,5,3534,772
467126,5,1,,,2,015420,Oficial,2012,25,,,"594,87",2017-2S,2017-2S,1,1,4,3534,740
474954,5,360,,,3,132662,No oficial,2012,37,,,"626,061",2023-2S,2023-2S,1,1,4,3534,1489
